hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal
כַּֽחַמָּ֔ה,H2535,"ka·ḥam·māh,",as the sun,"Prep‑k, Art | N‑fs",H2535,Song of Songs,6,800
גִּנַּ֤ת,H1594,gin·naṯ,the garden,N‑fsc,H1594,Song of Songs,6,803
אֱגוֹז֙,H93,’ĕ·ḡō·wz,of nuts,N‑ms,H93,Song of Songs,6,804
בְּאִבֵּ֣י,H3,bə·’ib·bê,the green,Prep‑b | N‑mpc,H3,Song of Songs,6,807
הַנָּ֑חַל,H5158,han·nā·ḥal;,of the valley,Art | N‑ms,H5158,Song of Songs,6,808
הֲפָֽרְחָ֣ה,H6524,hă·p̄ā·rə·ḥāh,whether had budded,V‑Qal‑Perf‑3fs,H6524,Song of Songs,6,810
הֵנֵ֖צוּ,H5132,hê·nê·ṣū,had bloomed,V‑Hifil‑Perf‑3cp,H5132,Song of Songs,6,812
מַרְכְּב֖וֹת,H4818,mar·kə·ḇō·wṯ,[As] the chariots,N‑fpc,H4818,Song of Songs,6,817
עַמִּי־,H5971,‘am·mî-,of my people,N‑msc | 1cs,H5971,Song of Songs,6,818
נָדִֽיב׃,H5081,nā·ḏîḇ.,noble,Adj‑ms,H5081,Song of Songs,6,819
שׁ֙וּבִי֙,H7725,šū·ḇî,return,V‑Qal‑Imp‑fs,H7725,Song of Songs,6,820
הַשּׁ֣וּלַמִּ֔ית,H7759,"haš·šū·lam·mîṯ,",Shulammitess,Art | N‑proper‑fs,H7759,Song of Songs,6,821
וְנֶחֱזֶה־,H2372,wə·ne·ḥĕ·zeh-,that we may look,Conj‑w | V‑Qal‑ConjImperf.h‑1cp,H2372,Song of Songs,6,824
כִּמְחֹלַ֖ת,H4246,kim·ḥō·laṯ,as it were the dance,Prep‑k | N‑fsc,H4246,Song of Songs,6,828
הַֽמַּחֲנָֽיִם׃,H4264,ham·ma·ḥă·nā·yim.,of the two camps,Art | N‑cd,H4264,Song of Songs,6,829
פְעָמַ֛יִךְ,H6471,p̄ə·‘ā·ma·yiḵ,your feet,N‑fpc | 2fs,H6471,Song of Songs,7,831
בַּנְּעָלִ֖ים,H5275,ban·nə·‘ā·lîm,in sandals,"Prep‑b, Art | N‑fp",H5275,Song of Songs,7,832
חַמּוּקֵ֣י,H2542,ḥam·mū·qê,the curves,N‑mpc,H2542,Song of Songs,7,835
חֲלָאִ֔ים,H2481,"ḥă·lā·’îm,",jewels,N‑mp,H2481,Song of Songs,7,838
מַעֲשֵׂ֖ה,H4639,ma·‘ă·śêh,the work,N‑msc,H4639,Song of Songs,7,839
אָמָּֽן׃,H542,’ām·mān.,of a skillful workman,N‑ms,H542,Song of Songs,7,841
אַגַּ֣ן,H101,’ag·gan,a goblet,N‑msc,H101,Song of Songs,7,842
הַסַּ֔הַר,H5469,"has·sa·har,",rounded,Art | N‑ms,H5469,Song of Songs,7,843
אַל־,H408,’al-,not,Adv,H408,Song of Songs,7,844
יֶחְסַ֖ר,H2637,yeḥ·sar,it lacks,V‑Qal‑Imperf‑3ms,H2637,Song of Songs,7,845
הַמָּ֑זֶג,H4197,ham·mā·zeḡ;,blended beverage,Art | N‑ms,H4197,Song of Songs,7,846
בִּטְנֵךְ֙,H990,biṭ·nêḵ,Your waist [is],N‑fsc | 2fs,H990,Song of Songs,7,847
עֲרֵמַ֣ת,H6194,‘ă·rê·maṯ,a heap,N‑fsc,H6194,Song of Songs,7,848
חִטִּ֔ים,H2406,"ḥiṭ·ṭîm,",of wheat,N‑fp,H2406,Song of Songs,7,849
סוּגָ֖ה,H5473,sū·ḡāh,Set about,V‑Qal‑QalPassPrtcpl‑fs,H5473,Song of Songs,7,850
בְּרֵכ֣וֹת,H1295,bə·rê·ḵō·wṯ,[like] the pools,N‑fp,H1295,Song of Songs,7,860
בְּחֶשְׁבּ֗וֹן,H2809,"bə·ḥeš·bō·wn,",in Heshbon,Prep‑b | N‑proper‑fs,H2809,Song of Songs,7,861
שַׁ֙עַר֙,H8179,ša·‘ar,the gate,N‑msc,H8179,Song of Songs,7,863
רַבִּ֔ים,H1337,"rab·bîm,",Bath Rabbim,N‑proper‑fs,H1337,Song of Songs,7,864
אַפֵּךְ֙,H639,’ap·pêḵ,Your nose [is],N‑msc | 2fs,H639,Song of Songs,7,865
צוֹפֶ֖ה,H6822,ṣō·w·p̄eh,which looks,V‑Qal‑Prtcpl‑ms,H6822,Song of Songs,7,868
פְּנֵ֥י,H6440,pə·nê,toward,N‑cpc,H6440,Song of Songs,7,869
דַמָּֽשֶׂק׃,H1834,ḏam·mā·śeq.,Damascus,N‑proper‑fs,H1834,Song of Songs,7,870
כַּכַּרְמֶ֔ל,H3760,"kak·kar·mel,",like [Mount] Carmel,"Prep‑k, Art | N‑proper‑fs",H3760,Song of Songs,7,872
וְדַלַּ֥ת,H1803,wə·ḏal·laṯ,and the hair,Conj‑w | N‑fsc,H1803,Song of Songs,7,873
אָס֥וּר,H631,’ā·sūr,[is] held captive,V‑Qal‑QalPassPrtcpl‑ms,H631,Song of Songs,7,877
בָּרְהָטִֽים׃,H7298,bā·rə·hā·ṭîm.,by [your] tresses,"Prep‑b, Art | N‑mp",H7298,Song of Songs,7,878
נָּעַ֔מְתְּ,H5276,"nā·‘amt,",pleasant you are,V‑Qal‑Perf‑2fs,H5276,Song of Songs,7,881
בַּתַּֽעֲנוּגִֽים׃,H8588,bat·ta·‘ă·nū·ḡîm.,with your delights,"Prep‑b, Art | N‑mp",H8588,Song of Songs,7,883
קֽוֹמָתֵךְ֙,H6967,qō·w·mā·ṯêḵ,stature of yours,N‑fsc | 2fs,H6967,Song of Songs,7,884
לְתָמָ֔ר,H8558,"lə·ṯā·mār,",like a palm tree,Prep‑l | N‑ms,H8558,Song of Songs,7,886
לְאַשְׁכֹּלֽוֹת׃,H811,lə·’aš·kō·lō·wṯ.,[like] its clusters,Prep‑l | N‑mp,H811,Song of Songs,7,888
בְּסַנְסִנָּ֑יו,H5577,bə·san·sin·nāw;,of its branches,Prep‑b | N‑mpc | 3ms,H5577,Song of Songs,7,892
דּוֹבֵ֖ב,H1680,dō·w·ḇêḇ,Moving gently,V‑Qal‑Prtcpl‑ms,H1680,Song of Songs,7,906
תְּשׁוּקָתֽוֹ׃,H8669,tə·šū·qā·ṯōw.,his desire [is],N‑fsc | 3ms,H8669,Song of Songs,7,911
בַּכְּפָרִֽים׃,H3723,bak·kə·p̄ā·rîm.,in the villages,"Prep‑b, Art | N‑mp",H3723,Song of Songs,7,916
שָׁ֛ם,H8033,šām,there,Adv,H8033,Song of Songs,7,926
פְּתָחֵ֙ינוּ֙,H6607,pə·ṯā·ḥê·nū,our gates,N‑mpc | 1cp,H6607,Song of Songs,7,933
חֲדָשִׁ֖ים,H2319,ḥă·ḏā·šîm,new,Adj‑mp,H2319,Song of Songs,7,936
גַּם־,H1571,gam-,and,Conj,H1571,Song of Songs,7,937
יְשָׁנִ֑ים,H3465,yə·šā·nîm;,old,Adj‑mp,H3465,Song of Songs,7,938
צָפַ֥נְתִּי,H6845,ṣā·p̄an·tî,which I have laid up,V‑Qal‑Perf‑1cs,H6845,Song of Songs,7,940
כְּאָ֣ח,H251,kə·’āḥ,like brother,Prep‑k | N‑ms,H251,Song of Songs,8,942
יוֹנֵ֖ק,H3243,yō·w·nêq,who nursed,V‑Qal‑Prtcpl‑ms,H3243,Song of Songs,8,943
בַחוּץ֙,H2351,ḇa·ḥūṣ,outside,"Prep‑b, Art | N‑ms",H2351,Song of Songs,8,947
אֶשָׁ֣קְךָ֔‪‬‪‬,H5401,"’eš·šā·qə·ḵā,",I would kiss you,V‑Qal‑Imperf‑1cs | 2ms,H5401,Song of Songs,8,948
יָב֥וּזוּ,H936,yā·ḇū·zū,would be despised,V‑Qal‑Imperf‑3mp,H936,Song of Songs,8,951
אַשְׁקְךָ֙,H8248,’aš·qə·ḵā,I would cause you to drink,V‑Hifil‑Imperf‑1cs | 2ms,H8248,Song of Songs,8,957
הָרֶ֔קַח,H7544,"hā·re·qaḥ,",spiced,Art | N‑ms,H7544,Song of Songs,8,959
מֵעֲסִ֖יס,H6071,mê·‘ă·sîs,of the juice,Prep‑m | N‑msc,H6071,Song of Songs,8,960
מִתְרַפֶּ֖קֶת,H7514,miṯ·rap·pe·qeṯ,Leaning,V‑Hitpael‑Prtcpl‑fs,H7514,Song of Songs,8,981
כַֽחוֹתָ֜ם,H2368,ḵa·ḥō·w·ṯām,as a seal,"Prep‑k, Art | N‑ms",H2368,Song of Songs,8,993
זְרוֹעֶ֔ךָ,H2220,"zə·rō·w·‘e·ḵā,",your arm,N‑fsc | 2ms,H2220,Song of Songs,8,998
עַזָּ֤ה,H5794,‘az·zāh,[is as] strong,Adj‑fs,H5794,Song of Songs,8,1000
כַמָּ֙וֶת֙,H4194,ḵam·mā·weṯ,as death,"Prep‑k, Art | N‑ms",H4194,Song of Songs,8,1001
קָשָׁ֥ה,H7186,qā·šāh,[as] cruel,Adj‑fs,H7186,Song of Songs,8,1003
כִשְׁא֖וֹל,H7585,ḵiš·’ō·wl,as the grave,Prep‑k | N‑cs,H7585,Song of Songs,8,1004
קִנְאָ֑ה,H7068,qin·’āh;,Jealousy,N‑fs,H7068,Song of Songs,8,1005
רְשָׁפֶ֕יהָ,H7565,rə·šā·p̄e·hā,Its flames [are],N‑mpc | 3fs,H7565,Song of Songs,8,1006
אֵ֖שׁ,H784,’êš,of fire,N‑cs,H784,Song of Songs,8,1008
שַׁלְהֶ֥בֶתְיָֽה׃,H7957,šal·he·ḇeṯ·yāh.,a most vehement flame,N‑fs,H7957,Song of Songs,8,1009
רַבִּ֗ים,H7227,"rab·bîm,",Many,Adj‑mp,H7227,Song of Songs,8,1010
יֽוּכְלוּ֙,H3201,yū·ḵə·lū,cannot,V‑Qal‑Imperf‑3mp,H3201,Song of Songs,8,1012
לְכַבּ֣וֹת,H3518,lə·ḵab·bō·wṯ,quench,Prep‑l | V‑Piel‑Inf,H3518,Song of Songs,8,1013
וּנְהָר֖וֹת,H5104,ū·nə·hā·rō·wṯ,and the floods,Conj‑w | N‑mp,H5104,Song of Songs,8,1016
יִשְׁטְפ֑וּהָ,H7857,yiš·ṭə·p̄ū·hā;,can drown it,V‑Qal‑Imperf‑3mp | 3fs,H7857,Song of Songs,8,1018
ה֤וֹן,H1952,hō·wn,the wealth,N‑msc,H1952,Song of Songs,8,1024
טִ֣ירַת,H2918,ṭî·raṯ,a battlement,N‑fsc,H2918,Song of Songs,8,1041
דֶּ֣לֶת,H1817,de·leṯ,a door,N‑fs,H1817,Song of Songs,8,1044
נָצ֥וּר,H6696,nā·ṣūr,we will enclose,V‑Qal‑Imperf‑1cp,H6696,Song of Songs,8,1046
ל֥וּחַ,H3871,lū·aḥ,with boards,N‑msc,H3871,Song of Songs,8,1048
אָ֛ז,H227,’āz,then,Adv,H227,Song of Songs,8,1053
שָׁלֽוֹם׃,H7965,šā·lō·wm.,peace,N‑ms,H7965,Song of Songs,8,1057
הָמ֔וֹן,H1174,"hā·mō·wn,",Baal Hamon,Prep | N‑proper‑fs,H1174,Song of Songs,8,1060
וּמָאתַ֖יִם,H3967,ū·mā·ṯa·yim,and two hundred,Conj‑w | Number‑fd,H3967,Song of Songs,8,1073
מַקְשִׁיבִ֥ים,H7181,maq·šî·ḇîm,listen,V‑Hifil‑Prtcpl‑mp,H7181,Song of Songs,8,1079
