hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal
הַגִּלְעָֽד׃,H1568,hag·gil·‘āḏ.,Gilead,Art | N‑proper‑fs,H1568,Obadiah,1,238
הַֽחֵל־,H2426,ha·ḥêl-,of host,Art | N‑ms,H2426,Obadiah,1,239
הַ֠זֶּה,H2088,haz·zeh,this,Art | Pro‑ms,H2088,Obadiah,1,240
לִבְנֵ֨י,H1121,liḇ·nê,of the sons,Prep‑l | N‑mpc,H1121,Obadiah,1,241
יִשְׂרָאֵ֤ל,H3478,yiś·rā·’êl,of Israel,N‑proper‑ms,H3478,Obadiah,1,242
אֲשֶֽׁר־,H834,’ă·šer-,that,Pro‑r,H834,Obadiah,1,243
כְּנַעֲנִים֙,H3669,kə·na·‘ă·nîm,[Shall possess the land] of the Canaanites,N‑proper‑mp,H3669,Obadiah,1,244
עַד־,H5704,‘aḏ-,as far as,Prep,H5704,Obadiah,1,245
צָ֣רְפַ֔ת,H6886,"ṣā·rə·p̄aṯ,",Zarephath,N‑proper‑fs,H6886,Obadiah,1,246
וְגָלֻ֥ת,H1546,wə·ḡā·luṯ,and the captives,Conj‑w | N‑fsc,H1546,Obadiah,1,247
יְרוּשָׁלִַ֖ם,H3389,yə·rū·šā·lim,of Jerusalem,N‑proper‑fs,H3389,Obadiah,1,248
אֲשֶׁ֣ר,H834,’ă·šer,who are,Pro‑r,H834,Obadiah,1,249
בִּסְפָרַ֑ד,H5614,bis·p̄ā·raḏ;,in Sepharad,Prep‑b | N‑proper‑fs,H5614,Obadiah,1,250
יִֽרְשׁ֕וּ,H3423,yir·šū,shall possess,V‑Qal‑Imperf‑3mp,H3423,Obadiah,1,251
אֵ֖ת,H853,’êṯ,-,DirObjM,H853,Obadiah,1,252
עָרֵ֥י,H5892,‘ā·rê,the cities,N‑fpc,H5892,Obadiah,1,253
הַנֶּֽגֶב׃,H5045,han·ne·ḡeḇ.,of the Negev,Art | N‑proper‑fs,H5045,Obadiah,1,254
מֽוֹשִׁעִים֙,H3467,mō·wō·ši·‘îm,saviors,V‑Hifil‑Prtcpl‑mp,H3467,Obadiah,1,255
בְּהַ֣ר,H2022,bə·har,to Mount,Prep‑b | N‑msc,H2022,Obadiah,1,256
צִיּ֔וֹן,H6726,"ṣî·yō·wn,",Zion,N‑proper‑fs,H6726,Obadiah,1,257
לִשְׁפֹּ֖ט,H8199,liš·pōṭ,to judge,Prep‑l | V‑Qal‑Inf,H8199,Obadiah,1,258
אֶת־,H853,’eṯ-,-,DirObjM,H853,Obadiah,1,259
הַ֣ר,H2022,har,the mountains,N‑msc,H2022,Obadiah,1,260
עֵשָׂ֑ו,H6215,‘ê·śāw;,of Esau,N‑proper‑ms,H6215,Obadiah,1,261
וְהָיְתָ֥ה,H1961,wə·hā·yə·ṯāh,and shall be,Conj‑w | V‑Qal‑ConjPerf‑3fs,H1961,Obadiah,1,262
לַֽיהוָ֖ה,H3068,Yah·weh,of Yahweh,Prep‑l | N‑proper‑ms,H3068,Obadiah,1,263
הַמְּלוּכָֽה׃,H4410,ham·mə·lū·ḵāh.,the kingdom,Art | N‑fs,H4410,Obadiah,1,264
