hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal,reading_order_position
בֶ֙זֶק֙,H137,ḇe·zeq,Adoni-bezek,N‑proper‑ms,H137,Judges,1,52,26
אַרְבַּ֑ע,H7153,’ar·ba‘;,Kirjath Arba,N‑proper‑fs,H7153,Judges,1,119,26
שֵׁשַׁ֥י,H8344,šê·šay,Sheshai,N‑proper‑fs,H8344,Judges,1,122,26
אֲחִימַ֖ן,H289,’ă·ḥî·man,Ahiman,N‑proper‑fs,H289,Judges,1,124,26
תַּלְמָֽי׃,H8526,tal·māy.,Talmai,N‑proper,H8526,Judges,1,126,26
דְּבִ֑יר,H1688,də·ḇîr;,of Debir,N‑proper‑fs,H1688,Judges,1,130,26
סֵֽפֶר׃,H7158,sê·p̄er.,Kirjath Sepher,N‑proper‑fs,H7158,Judges,1,134,26
עַכְסָ֥ה,H5915,‘aḵ·sāh,Acsah,N‑proper‑fs,H5915,Judges,1,143,26
עָתְנִיאֵ֣ל,H6274,‘ā·ṯə·nî·’êl,Othniel,N‑proper‑ms,H6274,Judges,1,146,26
קְנַ֔ז,H7073,"qə·naz,",of Kenaz,N‑proper‑ms,H7073,Judges,1,148,26
וַתִּצְנַ֖ח,H6795,wat·tiṣ·naḥ,And she dismounted,Conj‑w | V‑Qal‑ConsecImperf‑3fs,H6795,Judges,1,164,26
עִלִּ֔ית,H5942,"‘il·lîṯ,",upper,Adj‑fsc,H5942,Judges,1,183,26
עֲרָ֑ד,H6166,‘ă·rāḏ;,Arad,N‑proper‑fs,H6166,Judges,1,200,26
צְפַ֑ת,H6857,ṣə·p̄aṯ;,Zephath,N‑proper‑fs,H6857,Judges,1,213,26
לֽוּז׃,H3870,lūz.,Luz,N‑proper‑fs,H3870,Judges,1,290,26
קִטְר֔וֹן,H7003,"qiṭ·rō·wn,",of Kitron,N‑proper‑fs,H7003,Judges,1,386,26
נַהֲלֹ֑ל,H5096,na·hă·lōl;,of Nahalol,N‑proper‑fs,H5096,Judges,1,389,26
עַכּ֔וֹ,H5910,"‘ak·kōw,",of Acco,N‑proper‑fs,H5910,Judges,1,399,26
אַחְלָ֤ב,H303,’aḥ·lāḇ,of Ahlab,N‑proper‑fs,H303,Judges,1,404,26
חֶלְבָּ֔ה,H2462,"ḥel·bāh,",Helbah,N‑proper‑fs,H2462,Judges,1,408,26
רְחֹֽב׃,H7340,rə·ḥōḇ.,Rehob,N‑proper‑fs,H7340,Judges,1,412,26
הָאָ֣שֵׁרִ֔י,H843,"hā·’ā·šê·rî,",the Asherites,Art | N‑proper‑ms,H843,Judges,1,413,26
עֲנָ֔ת,H1043,"‘ă·nāṯ,",Beth Anath,N‑proper‑fs,H1043,Judges,1,428,26
חֶ֔רֶס,H2776,"ḥe·res,",Heres,N‑proper‑fs,H2776,Judges,1,452,26
עַקְרַבִּ֑ים,H4610,‘aq·rab·bîm;,of Akrabbim,N‑mp,H4610,Judges,1,462,26
הַבֹּכִ֑ים,H1066,hab·bō·ḵîm;,Bochim,Art | N‑proper‑fs,H1066,Judges,2,470,26
חֶ֖רֶס,H8556,ḥe·res,Timnath Heres,Prep | N‑proper‑fs,H8556,Judges,2,581,26
גָּֽעַשׁ׃,H1608,gā·‘aš.,Gaash,N‑proper‑fs,H1608,Judges,2,586,26
מִנַּֽאֲקָתָ֔ם,H5009,"min·na·’ă·qā·ṯām,",by their groaning,Prep‑m | N‑fsc | 3mp,H5009,Judges,2,718,26
חֶרְמ֔וֹן,H1179,"ḥer·mō·wn,",Baal Hermon,N‑proper‑fs,H1179,Judges,3,831,26
רִשְׁעָתַ֔יִם,H3573,"riš·‘ā·ṯa·yim,",Cushan-rishathaim,N‑proper‑ms,H3573,Judges,3,889,26
עֶגְל֤וֹן,H5700,‘eḡ·lō·wn,Eglon,N‑proper‑ms,H5700,Judges,3,952,26
אֵה֤וּד,H164,’ê·hūḏ,Ehud,N‑proper‑ms,H164,Judges,3,994,26
אִטֵּ֖ר,H334,’iṭ·ṭêr,restricted,Adj‑ms,H334,Judges,3,999,26
פֵי֖וֹת,H6366,p̄ê·yō·wṯ,edges,N‑mp,H6366,Judges,3,1013,26
גֹּ֣מֶד,H1574,gō·meḏ,and a cubit,N‑ms,H1574,Judges,3,1014,26
הַמְּקֵרָ֤ה,H4747,ham·mə·qê·rāh,cool,Art | N‑fs,H4747,Judges,3,1065,26
הַנִּצָּ֜ב,H5325,han·niṣ·ṣāḇ,the hilt,Art | N‑ms,H5325,Judges,3,1089,26
הַֽפַּרְשְׁדֹֽנָה׃,H6574,hap·par·šə·ḏō·nāh.,his entrails,Art | N‑ms | 3fs,H6574,Judges,3,1102,26
הַֽמִּסְדְּר֑וֹנָה,H4528,ham·mis·də·rō·w·nāh;,through the porch,Art | N‑ms | 3fs,H4528,Judges,3,1104,26
הַשְּׂעִירָֽתָה׃,H8167,haś·śə·‘î·rā·ṯāh.,to Seirah,Art | N‑proper‑fs | 3fs,H8167,Judges,3,1150,26
שַׁמְגַּ֣ר,H8044,šam·gar,Shamgar,N‑proper‑ms,H8044,Judges,3,1212,26
עֲנָ֔ת,H6067,"‘ă·nāṯ,",of Anath,N‑proper‑ms,H6067,Judges,3,1214,26
בְּמַלְמַ֖ד,H4451,bə·mal·maḏ,with an goad,Prep‑b | N‑msc,H4451,Judges,3,1221,26
יָבִ֣ין,H2985,yā·ḇîn,of Jabin,N‑proper‑ms,H2985,Judges,4,1238,26
בַּחֲרֹ֥שֶׁת,H2800,ba·ḥă·rō·šeṯ,in Harosheth Hagoyim,Prep‑b | N‑proper‑fs,H2800,Judges,4,1249,26
לַפִּיד֑וֹת,H3941,lap·pî·ḏō·wṯ;,of Lapidoth,N‑proper‑ms,H3941,Judges,4,1271,26
תֹּ֜מֶר,H8560,tō·mer,the palm tree,N‑msc,H8560,Judges,4,1280,26
דְּבוֹרָ֗ה,H1683,"də·ḇō·w·rāh,",of Deborah,N‑proper‑fs,H1683,Judges,4,1281,26
לְבָרָ֣ק,H1301,lə·ḇā·rāq,for Barak,Prep‑l | N‑proper‑ms,H1301,Judges,4,1294,26
אֲבִינֹ֔עַם,H42,"’ă·ḇî·nō·‘am,",of Abinoam,N‑proper‑ms,H42,Judges,4,1296,26
חֹבָ֖ב,H2246,ḥō·ḇāḇ,of Hobab,N‑proper‑ms,H2246,Judges,4,1390,26
(בְּצַעֲנַנִּ֖ים),H6815,bə·ṣa·‘ă·nan·nîm,at Zaanannim,Prep‑b | N‑proper‑fs,H6815,Judges,4,1397,26
יָעֵ֔ל,H3278,"yā·‘êl,",of Jael,N‑proper‑fs,H3278,Judges,4,1493,26
חֶ֣בֶר,H2268,ḥe·ḇer,of Heber,N‑proper‑ms,H2268,Judges,4,1495,26
בַּשְּׂמִיכָֽה׃,H8063,baś·śə·mî·ḵāh.,with a blanket,"Prep‑b, Art | N‑fs",H8063,Judges,4,1522,26
אֲזַמֵּ֕ר,H2167,’ă·zam·mêr,I will sing,V‑Piel‑Imperf‑1cs,H2167,Judges,5,1643,26
