Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal,reading_order_position
Συμεὼν,Simon,N-NMS,G4826,2 Peter 1,1,10
Πέτρος,Peter,N-NMS,G4074,2 Peter 1,2,10
δοῦλος,a servant,N-NMS,G1401,2 Peter 1,3,10
καὶ,and,Conj,G2532,2 Peter 1,4,10
ἀπόστολος,apostle,N-NMS,G652,2 Peter 1,5,10
Ἰησοῦ,of Jesus,N-GMS,G2424,2 Peter 1,6,10
Χριστοῦ,Christ,N-GMS,G5547,2 Peter 1,7,10
Τοῖς,To those,Art-DMP,G3588,2 Peter 1,8,10
ἰσότιμον,equally precious,Adj-AFS,G2472,2 Peter 1,9,10
ἡμῖν,with ours,PPro-D1P,G1473,2 Peter 1,10,10
λαχοῦσιν,having obtained,V-APA-DMP,G2975,2 Peter 1,11,10
πίστιν,a faith,N-AFS,G4102,2 Peter 1,12,10
ἐν,through,Prep,G1722,2 Peter 1,13,10
δικαιοσύνῃ,the righteousness,N-DFS,G1343,2 Peter 1,14,10
τοῦ,of the,Art-GMS,G3588,2 Peter 1,15,10
Θεοῦ,God,N-GMS,G2316,2 Peter 1,16,10
ἡμῶν,of us,PPro-G1P,G1473,2 Peter 1,17,10
Σωτῆρος,Savior,N-GMS,G4990,2 Peter 1,18,10
Χάρις,Grace,N-NFS,G5485,2 Peter 1,19,10
ὑμῖν,to you,PPro-D2P,G4771,2 Peter 1,20,10
εἰρήνη,peace,N-NFS,G1515,2 Peter 1,21,10
πληθυνθείη,be multiplied,V-AOP-3S,G4129,2 Peter 1,22,10
ἐπιγνώσει,the knowledge,N-DFS,G1922,2 Peter 1,23,10
Κυρίου,Lord,N-GMS,G2962,2 Peter 1,24,10
Ὡς,Accordingly,Adv,G5613,2 Peter 1,25,10
τὰ,-,Art-NNP,G3588,2 Peter 1,26,10
πάντα,all things,Adj-ANP,G3956,2 Peter 1,27,10
τῆς,the,Art-GFS,G3588,2 Peter 1,28,10
θείας,divine,Adj-GFS,G2304,2 Peter 1,29,10
δυνάμεως,power,N-GFS,G1411,2 Peter 1,30,10
αὐτοῦ,of Him,PPro-GM3S,G846,2 Peter 1,31,10
τὰ,-,Art-ANP,G3588,2 Peter 1,32,10
πρὸς,toward,Prep,G4314,2 Peter 1,33,10
ζωὴν,life,N-AFS,G2222,2 Peter 1,34,10
εὐσέβειαν,godliness,N-AFS,G2150,2 Peter 1,35,10
δεδωρημένης,has given,V-RPM/P-GFS,G1433,2 Peter 1,36,10
διὰ,through,Prep,G1223,2 Peter 1,37,10
ἐπιγνώσεως,knowledge,N-GFS,G1922,2 Peter 1,38,10
καλέσαντος,having called,V-APA-GMS,G2564,2 Peter 1,39,10
ἡμᾶς,us,PPro-A1P,G1473,2 Peter 1,40,10
ἰδίᾳ,by His own,Adj-DFS,G2398,2 Peter 1,41,10
δόξῃ,glory,N-DFS,G1391,2 Peter 1,42,10
ἀρετῇ,excellence,N-DFS,G703,2 Peter 1,43,10
δι,through,Prep,G1223,2 Peter 1,44,10
ὧν,which,RelPro-GNP,G3739,2 Peter 1,45,10
τίμια,precious,Adj-ANP,G5093,2 Peter 1,46,10
μέγιστα,magnificent,Adj-ANP-S,G3173,2 Peter 1,47,10
ἐπαγγέλματα,promises,N-ANP,G1862,2 Peter 1,48,10
δεδώρηται,He has given,V-RIM/P-3S,G1433,2 Peter 1,49,10
ἵνα,so that,Conj,G2443,2 Peter 1,50,10
τούτων,these,DPro-GNP,G3778,2 Peter 1,51,10
γένησθε,you might become,V-ASM-2P,G1096,2 Peter 1,52,10
κοινωνοὶ,partakers,N-NMP,G2844,2 Peter 1,53,10
φύσεως,nature,N-GFS,G5449,2 Peter 1,54,10
ἀποφυγόντες,having escaped,V-APA-NMP,G668,2 Peter 1,55,10
τῷ,the,Art-DMS,G3588,2 Peter 1,56,10
κόσμῳ,world,N-DMS,G2889,2 Peter 1,57,10
ἐπιθυμίᾳ,desire,N-DFS,G1939,2 Peter 1,58,10
φθορᾶς,decay,N-GFS,G5356,2 Peter 1,59,10
Καὶ,And,Conj,G2532,2 Peter 1,60,10
αὐτὸ,very reason,PPro-NN3S,G846,2 Peter 1,61,10
τοῦτο,for this,DPro-ANS,G3778,2 Peter 1,62,10
δὲ,now,Conj,G1161,2 Peter 1,63,10
σπουδὴν,earnestness,N-AFS,G4710,2 Peter 1,64,10
πᾶσαν,all,Adj-AFS,G3956,2 Peter 1,65,10
παρεισενέγκαντες,having brought in,V-APA-NMP,G3923,2 Peter 1,66,10
ἐπιχορηγήσατε,supplement,V-AMA-2P,G2023,2 Peter 1,67,10
τῇ,the,Art-DFS,G3588,2 Peter 1,68,10
πίστει,faith,N-DFS,G4102,2 Peter 1,69,10
ὑμῶν,of you,PPro-G2P,G4771,2 Peter 1,70,10
τὴν,-,Art-AFS,G3588,2 Peter 1,71,10
ἀρετήν,virtue,N-AFS,G703,2 Peter 1,72,10
γνῶσιν,knowledge,N-AFS,G1108,2 Peter 1,73,10
γνώσει,knowledge,N-DFS,G1108,2 Peter 1,74,10
ἐγκράτειαν,self-control,N-AFS,G1466,2 Peter 1,75,10
ἐγκρατείᾳ,self-control,N-DFS,G1466,2 Peter 1,76,10
ὑπομονήν,endurance,N-AFS,G5281,2 Peter 1,77,10
ὑπομονῇ,endurance,N-DFS,G5281,2 Peter 1,78,10
εὐσεβείᾳ,godliness,N-DFS,G2150,2 Peter 1,79,10
φιλαδελφίαν,brotherly affection,N-AFS,G5360,2 Peter 1,80,10
φιλαδελφίᾳ,brotherly affection,N-DFS,G5360,2 Peter 1,81,10
ἀγάπην,love,N-AFS,G26,2 Peter 1,82,10
ταῦτα,These things,DPro-NNP,G3778,2 Peter 1,83,10
γὰρ,for,Conj,G1063,2 Peter 1,84,10
ὑπάρχοντα,being,V-PPA-NNP,G5225,2 Peter 1,85,10
πλεονάζοντα,abounding,V-PPA-NNP,G4121,2 Peter 1,86,10
οὐκ,neither,Adv,G3756,2 Peter 1,87,10
ἀργοὺς,idle,Adj-AMP,G692,2 Peter 1,88,10
οὐδὲ,nor,Conj,G3761,2 Peter 1,89,10
ἀκάρπους,unfruitful,Adj-AMP,G175,2 Peter 1,90,10
καθίστησιν,make you,V-PIA-3S,G2525,2 Peter 1,91,10
εἰς,as to,Prep,G1519,2 Peter 1,92,10
ἐπίγνωσιν,knowledge,N-AFS,G1922,2 Peter 1,93,10
ᾧ,In whomever,RelPro-DMS,G3739,2 Peter 1,94,10
μὴ,not,Adv,G3361,2 Peter 1,95,10
πάρεστιν,are present,V-PIA-3S,G3918,2 Peter 1,96,10
τυφλός,blind,Adj-NMS,G5185,2 Peter 1,97,10
ἐστιν,he is,V-PIA-3S,G1510,2 Peter 1,98,10
μυωπάζων,being short sighted,V-PPA-NMS,G3467,2 Peter 1,99,10
λήθην,forgetfulness,N-AFS,G3024,2 Peter 1,100,10
λαβὼν,having received,V-APA-NMS,G2983,2 Peter 1,101,10
