Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal,reading_order_position
Πολυμερῶς,In many portions,Adv,G4181,Hebrews 1,1,26
καὶ,and,Conj,G2532,Hebrews 1,2,26
πολυτρόπως,in many ways,Adv,G4187,Hebrews 1,3,26
πάλαι,long ago,Adv,G3819,Hebrews 1,4,26
ὁ,-,Art-NMS,G3588,Hebrews 1,5,26
Θεὸς,God,N-NMS,G2316,Hebrews 1,6,26
λαλήσας,having spoken,V-APA-NMS,G2980,Hebrews 1,7,26
πατράσιν,fathers,N-DMP,G3962,Hebrews 1,8,26
ἐν,in,Prep,G1722,Hebrews 1,9,26
προφήταις,prophets,N-DMP,G4396,Hebrews 1,10,26
ἐπ,in,Prep,G1909,Hebrews 1,11,26
ἐσχάτου,last,Adj-GNS,G2078,Hebrews 1,12,26
ἡμερῶν,days,N-GFP,G2250,Hebrews 1,13,26
τούτων,these,DPro-GFP,G3778,Hebrews 1,14,26
ἡμῖν,to us,PPro-D1P,G1473,Hebrews 1,15,26
Υἱῷ,His Son,N-DMS,G5207,Hebrews 1,16,26
ὃν,whom,RelPro-AMS,G3739,Hebrews 1,17,26
ἔθηκεν,He appointed,V-AIA-3S,G5087,Hebrews 1,18,26
κληρονόμον,heir,N-AMS,G2818,Hebrews 1,19,26
πάντων,of all things,Adj-GNP,G3956,Hebrews 1,20,26
δι,through,Prep,G1223,Hebrews 1,21,26
ἐποίησεν,He made,V-AIA-3S,G4160,Hebrews 1,22,26
αἰῶνας,ages,N-AMP,G165,Hebrews 1,23,26
ὢν,being,V-PPA-NMS,G1510,Hebrews 1,24,26
ἀπαύγασμα,the radiance,N-NNS,G541,Hebrews 1,25,26
δόξης,glory,N-GFS,G1391,Hebrews 1,26,26
χαρακτὴρ,the exact expression,N-NMS,G5481,Hebrews 1,27,26
ὑποστάσεως,substance,N-GFS,G5287,Hebrews 1,28,26
αὐτοῦ,of Him,PPro-GM3S,G846,Hebrews 1,29,26
φέρων,upholding,V-PPA-NMS,G5342,Hebrews 1,30,26
τε,then,Conj,G5037,Hebrews 1,31,26
ῥήματι,word,N-DNS,G4487,Hebrews 1,32,26
δυνάμεως,power,N-GFS,G1411,Hebrews 1,33,26
καθαρισμὸν,the purification,N-AMS,G2512,Hebrews 1,34,26
ἁμαρτιῶν,of sins,N-GFP,G266,Hebrews 1,35,26
ἐκάθισεν,sat down,V-AIA-3S,G2523,Hebrews 1,36,26
δεξιᾷ,the right hand,Adj-DFS,G1188,Hebrews 1,37,26
Μεγαλωσύνης,Majesty,N-GFS,G3172,Hebrews 1,38,26
ὑψηλοῖς,high,Adj-DMP,G5308,Hebrews 1,39,26
τοσούτῳ,By so much,DPro-DNS,G5118,Hebrews 1,40,26
κρείττων,superior,Adj-NMS-C,G2909,Hebrews 1,41,26
γενόμενος,having become,V-APM-NMS,G1096,Hebrews 1,42,26
ἀγγέλων,angels,N-GMP,G32,Hebrews 1,43,26
ὅσῳ,as much as,RelPro-DNS,G3745,Hebrews 1,44,26
διαφορώτερον,more excellent,Adj-ANS-C,G1313,Hebrews 1,45,26
παρ,beyond,Prep,G3844,Hebrews 1,46,26
κεκληρονόμηκεν,He has inherited,V-RIA-3S,G2816,Hebrews 1,47,26
ὄνομα,a name,N-ANS,G3686,Hebrews 1,48,26
Τίνι,To which,IPro-DMS,G5101,Hebrews 1,49,26
γὰρ,for,Conj,G1063,Hebrews 1,50,26
εἶπέν,did He say,V-AIA-3S,G2036,Hebrews 1,51,26
ποτε,ever,Prtcl,G4218,Hebrews 1,52,26
σύ,You,PPro-N2S,G4771,Hebrews 1,53,26
σήμερον,today,Adv,G4594,Hebrews 1,54,26
γεγέννηκά,have begotten,V-RIA-1S,G1080,Hebrews 1,55,26
πάλιν,again,Adv,G3825,Hebrews 1,56,26
εἰς,for,Prep,G1519,Hebrews 1,57,26
Ὅταν,When,Conj,G3752,Hebrews 1,58,26
δὲ,then,Conj,G1161,Hebrews 1,59,26
εἰσαγάγῃ,He brings,V-ASA-3S,G1521,Hebrews 1,60,26
πρωτότοκον,Firstborn,Adj-AMS,G4416,Hebrews 1,61,26
οἰκουμένην,world,N-AFS,G3625,Hebrews 1,62,26
λέγει,He says,V-PIA-3S,G3004,Hebrews 1,63,26
προσκυνησάτωσαν,let worship,V-AMA-3P,G4352,Hebrews 1,64,26
πρὸς,as to,Prep,G4314,Hebrews 1,65,26
μὲν,indeed,Conj,G3303,Hebrews 1,66,26
πνεύματα,winds,N-ANP,G4151,Hebrews 1,67,26
λειτουργοὺς,ministers,N-AMP,G3011,Hebrews 1,68,26
πυρὸς,of fire,N-GNS,G4442,Hebrews 1,69,26
φλόγα,a flame,N-AFS,G5395,Hebrews 1,70,26
θρόνος,throne,N-NMS,G2362,Hebrews 1,71,26
ῥάβδος,scepter,N-NFS,G4464,Hebrews 1,72,26
εὐθύτητος,righteousness is,N-GFS,G2118,Hebrews 1,73,26
βασιλείας,kingdom,N-GFS,G932,Hebrews 1,74,26
ἠγάπησας,You have loved,V-AIA-2S,G25,Hebrews 1,75,26
δικαιοσύνην,righteousness,N-AFS,G1343,Hebrews 1,76,26
ἐμίσησας,have hated,V-AIA-2S,G3404,Hebrews 1,77,26
ἀνομίαν,wickedness,N-AFS,G458,Hebrews 1,78,26
ἔχρισέν,has anointed,V-AIA-3S,G5548,Hebrews 1,79,26
ἔλαιον,with the oil,N-ANS,G1637,Hebrews 1,80,26
ἀγαλλιάσεως,of exultation,N-GFS,G20,Hebrews 1,81,26
μετόχους,companions,Adj-AMP,G3353,Hebrews 1,82,26
κατ,in,Prep,G2596,Hebrews 1,83,26
ἀρχάς,the beginning,N-AFP,G746,Hebrews 1,84,26
Κύριε,Lord,N-VMS,G2962,Hebrews 1,85,26
