Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal,reading_order_position
παρεπιδήμοις,sojourners,Adj-DMP,G3927,1 Peter 1,1,19
Πόντου,of Pontus,N-GMS,G4195,1 Peter 1,2,19
Καππαδοκίας,Cappadocia,N-GFS,G2587,1 Peter 1,3,19
Βιθυνίας,Bithynia,N-GFS,G978,1 Peter 1,4,19
πρόγνωσιν,the foreknowledge,N-AFS,G4268,1 Peter 1,5,19
ῥαντισμὸν,sprinkling,N-AMS,G4473,1 Peter 1,6,19
ἀναγεννήσας,having begotten again,V-APA-NMS,G313,1 Peter 1,7,19
ἀμάραντον,unfading,Adj-AFS,G263,1 Peter 1,8,19
ἀνεκλαλήτῳ,inexpressible,Adj-DFS,G412,1 Peter 1,9,19
ἐξηραύνησαν,searched out diligently,V-AIA-3P,G1830,1 Peter 1,10,19
προμαρτυρόμενον,testifying beforehand,V-PPM/P-NNS,G4303,1 Peter 1,11,19
ἀναζωσάμενοι,having girded up,V-APM-NMP,G328,1 Peter 1,12,19
τελείως,fully,Adv,G5049,1 Peter 1,13,19
συσχηματιζόμενοι,fashioning yourselves,V-PPM/P-NMP,G4964,1 Peter 1,14,19
ἀπροσωπολήμπτως,impartially,Adv,G678,1 Peter 1,15,19
παροικίας,sojourn,N-GFS,G3940,1 Peter 1,16,19
πατροπαραδότου,handed down from your fathers,Adj-GFS,G3970,1 Peter 1,17,19
προεγνωσμένου,having been foreknown,V-RPM/P-GMS,G4267,1 Peter 1,18,19
ἐκτενῶς,fervently,Adv,G1619,1 Peter 1,19,19
σπορᾶς,seed,N-GFS,G4701,1 Peter 1,20,19
καταλαλιάς,evil speakings,N-AFP,G2636,1 Peter 2,21,19
ἀρτιγέννητα,newborn,Adj-NNP,G738,1 Peter 2,22,19
λογικὸν,reasonable,Adj-ANS,G3050,1 Peter 2,23,19
ἄδολον,pure,Adj-ANS,G97,1 Peter 2,24,19
ἱεράτευμα,a priesthood,N-ANS,G2406,1 Peter 2,25,19
εὐπροσδέκτους,acceptable,Adj-AFP,G2144,1 Peter 2,26,19
κακοποιῶν,evildoers,N-GMP,G2555,1 Peter 2,27,19
ἐποπτεύοντες,having witnessed,V-PPA-NMP,G2029,1 Peter 2,28,19
ἀγαθοποιῶν,to well-doers,N-GMP,G17,1 Peter 2,29,19
ἐπικάλυμμα,a cover-up,N-ANS,G1942,1 Peter 2,30,19
ἀδελφότητα,brotherhood,N-AFS,G81,1 Peter 2,31,19
ἀδίκως,unjustly,Adv,G95,1 Peter 2,32,19
κλέος,credit is it,N-NNS,G2811,1 Peter 2,33,19
ὑπολιμπάνων,leaving,V-PPA-NMS,G5277,1 Peter 2,34,19
ὑπογραμμὸν,an example,N-AMS,G5261,1 Peter 2,35,19
ἴχνεσιν,steps,N-DNP,G2487,1 Peter 2,36,19
ἀντελοιδόρει,reviled in return,V-IIA-3S,G486,1 Peter 2,37,19
ἠπείλει,threatened,V-IIA-3S,G546,1 Peter 2,38,19
ἀπογενόμενοι,having been dead,V-APM-NMP,G581,1 Peter 2,39,19
μώλωπι,wounds,N-DMS,G3468,1 Peter 2,40,19
ἐμπλοκῆς,of braiding,N-GFS,G1708,1 Peter 3,41,19
περιθέσεως,putting around,N-GFS,G4025,1 Peter 3,42,19
ἐνδύσεως,putting on,N-GFS,G1745,1 Peter 3,43,19
ἡσυχίου,quiet,Adj-GNS,G2272,1 Peter 3,44,19
Σάρρα,Sarah,N-NFS,G4564,1 Peter 3,45,19
πτόησιν,consternation,N-AFS,G4423,1 Peter 3,46,19
συνοικοῦντες,dwelling with them,V-PPA-NMP,G4924,1 Peter 3,47,19
γυναικείῳ,female,Adj-DNS,G1134,1 Peter 3,48,19
ἀπονέμοντες,rendering,V-PPA-NMP,G632,1 Peter 3,49,19
ὁμόφρονες,single-minded,Adj-NMP,G3675,1 Peter 3,50,19
συμπαθεῖς,sympathetic,Adj-NMP,G4835,1 Peter 3,51,19
φιλάδελφοι,loving as brothers,Adj-NMP,G5361,1 Peter 3,52,19
λοιδορίαν,insult,N-AFS,G3059,1 Peter 3,53,19
ἐκκλινάτω,Let him turn away,V-AMA-3S,G1578,1 Peter 3,54,19
κακώσων,will harm,V-FPA-NMS,G2559,1 Peter 3,55,19
ἀεὶ,always,Adv,G104,1 Peter 3,56,19
ἀντίτυπον,prefigures,Adj-NNS,G499,1 Peter 3,57,19
ἀπόθεσις,a putting away,N-NFS,G595,1 Peter 3,58,19
ῥύπου,of the filth,N-GMS,G4509,1 Peter 3,59,19
ἐπερώτημα,the demand,N-NNS,G1906,1 Peter 3,60,19
ἔννοιαν,mind,N-AFS,G1771,1 Peter 4,61,19
ὁπλίσασθε,arm yourselves with,V-AMM-2P,G3695,1 Peter 4,62,19
ἐπίλοιπον,remaining,Adj-AMS,G1954,1 Peter 4,63,19
βιῶσαι,to live,V-ANA,G980,1 Peter 4,64,19
βούλημα,desire,N-ANS,G1013,1 Peter 4,65,19
οἰνοφλυγίαις,drunkenness,N-DFP,G3632,1 Peter 4,66,19
πότοις,carousing,N-DMP,G4224,1 Peter 4,67,19
ἀθεμίτοις,abominable,Adj-DFP,G111,1 Peter 4,68,19
ξενίζονται,they think it strange,V-PIM/P-3P,G3579,1 Peter 4,69,19
ἀνάχυσιν,overflow,N-AFS,G401,1 Peter 4,70,19
ἑτοίμως,ready,Adv,G2093,1 Peter 4,71,19
ἐκτενῆ,fervent,Adj-AFS,G1618,1 Peter 4,72,19
φιλόξενοι,hospitable,Adj-NMP,G5382,1 Peter 4,73,19
λόγια,oracles,N-ANP,G3051,1 Peter 4,74,19
χορηγεῖ,supplies,V-PIA-3S,G5524,1 Peter 4,75,19
καθὸ,as,Adv,G2526,1 Peter 4,76,19
ἀλλοτριεπίσκοπος,a troublesome meddler,N-NMS,G244,1 Peter 4,77,19
Χριστιανός,a Christian,N-NMS,G5546,1 Peter 4,78,19
μόλις,with difficulty,Adv,G3433,1 Peter 4,79,19
Κτίστῃ,Creator,N-DMS,G2939,1 Peter 4,80,19
ἀγαθοποιΐᾳ,well-doing,N-DFS,G16,1 Peter 4,81,19
συμπρεσβύτερος,a fellow elder,N-NMS,G4850,1 Peter 5,82,19
ἐπισκοποῦντες,exercising oversight,V-PPA-NMP,G1983,1 Peter 5,83,19
ἀναγκαστῶς,under compulsion,Adv,G317,1 Peter 5,84,19
ἑκουσίως,willingly,Adv,G1596,1 Peter 5,85,19
αἰσχροκερδῶς,for base gain,Adv,G147,1 Peter 5,86,19
προθύμως,eagerly,Adv,G4290,1 Peter 5,87,19
Ἀρχιποίμενος,Chief Shepherd,N-GMS,G750,1 Peter 5,88,19
ἀμαράντινον,unfading,Adj-AMS,G262,1 Peter 5,89,19
ἐγκομβώσασθε,gird on,V-AMM-2P,G1463,1 Peter 5,90,19
κραταιὰν,mighty,Adj-AFS,G2900,1 Peter 5,91,19
ὠρυόμενος,roaring,V-PPM/P-NMS,G5612,1 Peter 5,92,19
στερεοὶ,firm,Adj-NMP,G4731,1 Peter 5,93,19
σθενώσει,will strengthen,V-FIA-3S,G4599,1 Peter 5,94,19
ἐπιμαρτυρῶν,testifying,V-PPA-NMS,G1957,1 Peter 5,95,19
συνεκλεκτὴ,elected with you,Adj-NFS,G4899,1 Peter 5,96,19
