Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
ψυχικοί,worldly-minded,Adj-NMP,G5591,Jude 1,200
Πνεῦμα,the Spirit,N-ANS,G4151,Jude 1,201
ἐποικοδομοῦντες,building up,V-PPA-NMP,G2026,Jude 1,202
προσευχόμενοι,praying,V-PPM/P-NMP,G4336,Jude 1,203
προσδεχόμενοι,awaiting,V-PPM/P-NMP,G4327,Jude 1,204
ζωὴν,life,N-AFS,G2222,Jude 1,205
ἐλεᾶτε,have mercy on,V-PMA-2P,G1653,Jude 1,206
ἁρπάζοντες,snatching,V-PPA-NMP,G726,Jude 1,207
φόβῳ,fear,N-DMS,G5401,Jude 1,208
μισοῦντες,hating,V-PPA-NMP,G3404,Jude 1,209
ἐσπιλωμένον,having been stained,V-RPM/P-AMS,G4695,Jude 1,210
χιτῶνα,clothing,N-AMS,G5509,Jude 1,211
δυναμένῳ,being able,V-PPM/P-DMS,G1410,Jude 1,212
φυλάξαι,to keep,V-ANA,G5442,Jude 1,213
ἀπταίστους,from stumbling,Adj-AMP,G679,Jude 1,214
στῆσαι,to present you,V-ANA,G2476,Jude 1,215
κατενώπιον,in the presence of,Prep,G2714,Jude 1,216
ἀμώμους,blameless,Adj-AMP,G299,Jude 1,217
ἀγαλλιάσει,exultation,N-DFS,G20,Jude 1,218
Σωτῆρι,Savior,N-DMS,G4990,Jude 1,219
διὰ,through,Prep,G1223,Jude 1,220
μεγαλωσύνη,majesty,N-NFS,G3172,Jude 1,221
κράτος,dominion,N-NNS,G2904,Jude 1,222
ἐξουσία,authority,N-NFS,G1849,Jude 1,223
πρὸ,before,Prep,G4253,Jude 1,224
νῦν,now,Adv,G3568,Jude 1,225
Ἀμήν,Amen,Heb,G281,Jude 1,226
