Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Παῦλος,Paul,N-NMS,G3972,2 Corinthians 1,1
ἀπόστολος,apostle,N-NMS,G652,2 Corinthians 1,2
Χριστοῦ,of Christ,N-GMS,G5547,2 Corinthians 1,3
Ἰησοῦ,Jesus,N-GMS,G2424,2 Corinthians 1,4
διὰ,by,Prep,G1223,2 Corinthians 1,5
θελήματος,the will,N-GNS,G2307,2 Corinthians 1,6
Θεοῦ,of God,N-GMS,G2316,2 Corinthians 1,7
καὶ,and,Conj,G2532,2 Corinthians 1,8
Τιμόθεος,Timothy,N-NMS,G5095,2 Corinthians 1,9
ὁ,the,Art-NMS,G3588,2 Corinthians 1,10
ἀδελφὸς,brother,N-NMS,G80,2 Corinthians 1,11
ἐκκλησίᾳ,church,N-DFS,G1577,2 Corinthians 1,12
οὔσῃ,being,V-PPA-DFS,G1510,2 Corinthians 1,13
ἐν,in,Prep,G1722,2 Corinthians 1,14
Κορίνθῳ,Corinth,N-DFS,G2882,2 Corinthians 1,15
σὺν,with,Prep,G4862,2 Corinthians 1,16
ἁγίοις,saints,Adj-DMP,G40,2 Corinthians 1,17
πᾶσιν,all,Adj-DMP,G3956,2 Corinthians 1,18
ὅλῃ,all,Adj-DFS,G3650,2 Corinthians 1,19
Ἀχαΐᾳ,Achaia,N-DFS,G882,2 Corinthians 1,20
Χάρις,Grace,N-NFS,G5485,2 Corinthians 1,21
ὑμῖν,to you,PPro-D2P,G4771,2 Corinthians 1,22
εἰρήνη,peace,N-NFS,G1515,2 Corinthians 1,23
ἀπὸ,from,Prep,G575,2 Corinthians 1,24
Πατρὸς,the Father,N-GMS,G3962,2 Corinthians 1,25
ἡμῶν,of us,PPro-G1P,G1473,2 Corinthians 1,26
Κυρίου,the Lord,N-GMS,G2962,2 Corinthians 1,27
Εὐλογητὸς,Blessed be,Adj-NMS,G2128,2 Corinthians 1,28
οἰκτιρμῶν,of compassions,N-GMP,G3628,2 Corinthians 1,29
παρακλήσεως,comfort,N-GFS,G3874,2 Corinthians 1,30
παρακαλῶν,comforting,V-PPA-NMS,G3870,2 Corinthians 1,31
ἐπὶ,in,Prep,G1909,2 Corinthians 1,32
θλίψει,tribulation,N-DFS,G2347,2 Corinthians 1,33
εἰς,for,Prep,G1519,2 Corinthians 1,34
δύνασθαι,to be able,V-PNM/P,G1410,2 Corinthians 1,35
ἧς,with which,RelPro-GFS,G3739,2 Corinthians 1,36
αὐτοὶ,ourselves,PPro-NM3P,G846,2 Corinthians 1,37
ὑπὸ,by,Prep,G5259,2 Corinthians 1,38
ὅτι,because,Conj,G3754,2 Corinthians 1,39
καθὼς,as,Adv,G2531,2 Corinthians 1,40
περισσεύει,abound,V-PIA-3S,G4052,2 Corinthians 1,41
παθήματα,sufferings,N-NNP,G3804,2 Corinthians 1,42
οὕτως,thus so,Adv,G3779,2 Corinthians 1,43
Εἴτε,If,Conj,G1535,2 Corinthians 1,44
δὲ,however,Conj,G1161,2 Corinthians 1,45
θλιβόμεθα,we are constricted,V-PIM/P-1P,G2346,2 Corinthians 1,46
ὑπὲρ,it is for,Prep,G5228,2 Corinthians 1,47
σωτηρίας,salvation,N-GFS,G4991,2 Corinthians 1,48
ἐνεργουμένης,operating,V-PPM-GFS,G1754,2 Corinthians 1,49
ὑπομονῇ,the endurance,N-DFS,G5281,2 Corinthians 1,50
πάσχομεν,suffer,V-PIA-1P,G3958,2 Corinthians 1,51
ἐλπὶς,hope,N-NFS,G1680,2 Corinthians 1,52
βεβαία,is steadfast,Adj-NFS,G949,2 Corinthians 1,53
εἰδότες,knowing,V-RPA-NMP,G1492,2 Corinthians 1,54
ὡς,as,Adv,G5613,2 Corinthians 1,55
κοινωνοί,partners,N-NMP,G2844,2 Corinthians 1,56
Οὐ,Not,Adv,G3756,2 Corinthians 1,57
γὰρ,for,Conj,G1063,2 Corinthians 1,58
θέλομεν,do we want,V-PIA-1P,G2309,2 Corinthians 1,59
ἀγνοεῖν,to be ignorant,V-PNA,G50,2 Corinthians 1,60
