Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Παῦλος,Paul,N-NMS,G3972,2 Timothy 1,1
ἀπόστολος,an apostle,N-NMS,G652,2 Timothy 1,2
Χριστοῦ,of Christ,N-GMS,G5547,2 Timothy 1,3
Ἰησοῦ,Jesus,N-GMS,G2424,2 Timothy 1,4
διὰ,by,Prep,G1223,2 Timothy 1,5
θελήματος,the will,N-GNS,G2307,2 Timothy 1,6
Θεοῦ,of God,N-GMS,G2316,2 Timothy 1,7
κατ,according to,Prep,G2596,2 Timothy 1,8
ἐπαγγελίαν,the promise,N-AFS,G1860,2 Timothy 1,9
ζωῆς,of life,N-GFS,G2222,2 Timothy 1,10
τῆς,-,Art-GFS,G3588,2 Timothy 1,11
ἐν,in,Prep,G1722,2 Timothy 1,12
Τιμοθέῳ,To Timothy,N-DMS,G5095,2 Timothy 1,13
ἀγαπητῷ,my beloved,Adj-DNS,G27,2 Timothy 1,14
τέκνῳ,child,N-DNS,G5043,2 Timothy 1,15
Χάρις,Grace,N-NFS,G5485,2 Timothy 1,16
ἔλεος,mercy,N-NNS,G1656,2 Timothy 1,17
εἰρήνη,and peace,N-NFS,G1515,2 Timothy 1,18
ἀπὸ,from,Prep,G575,2 Timothy 1,19
Πατρὸς,the Father,N-GMS,G3962,2 Timothy 1,20
καὶ,and,Conj,G2532,2 Timothy 1,21
Κυρίου,Lord,N-GMS,G2962,2 Timothy 1,22
ἡμῶν,of us,PPro-G1P,G1473,2 Timothy 1,23
ἔχω,I am,V-PIA-1S,G2192,2 Timothy 1,24
ᾧ,whom,RelPro-DMS,G3739,2 Timothy 1,25
λατρεύω,I serve,V-PIA-1S,G3000,2 Timothy 1,26
προγόνων,my forefathers,N-GMP,G4269,2 Timothy 1,27
καθαρᾷ,a pure,Adj-DFS,G2513,2 Timothy 1,28
συνειδήσει,conscience,N-DFS,G4893,2 Timothy 1,29
ὡς,as,Adv,G5613,2 Timothy 1,30
ἀδιάλειπτον,unceasingly,Adj-AFS,G88,2 Timothy 1,31
περὶ,of,Prep,G4012,2 Timothy 1,32
σοῦ,you,PPro-G2S,G4771,2 Timothy 1,33
μνείαν,remembrance,N-AFS,G3417,2 Timothy 1,34
δεήσεσίν,prayers,N-DFP,G1162,2 Timothy 1,35
νυκτὸς,night,N-GFS,G3571,2 Timothy 1,36
ἡμέρας,day,N-GFS,G2250,2 Timothy 1,37
ἐπιποθῶν,longing,V-PPA-NMS,G1971,2 Timothy 1,38
ἰδεῖν,to see,V-ANA,G3708,2 Timothy 1,39
μεμνημένος,recalling,V-RPM/P-NMS,G3403,2 Timothy 1,40
δακρύων,tears,N-GNP,G1144,2 Timothy 1,41
ἵνα,so that,Conj,G2443,2 Timothy 1,42
χαρᾶς,with joy,N-GFS,G5479,2 Timothy 1,43
πληρωθῶ,I may be filled,V-ASP-1S,G4137,2 Timothy 1,44
ὑπόμνησιν,remembrance,N-AFS,G5280,2 Timothy 1,45
λαβὼν,having taken,V-APA-NMS,G2983,2 Timothy 1,46
ἀνυποκρίτου,sincere,Adj-GFS,G505,2 Timothy 1,47
πίστεως,faith,N-GFS,G4102,2 Timothy 1,48
ἥτις,which,RelPro-NFS,G3748,2 Timothy 1,49
ἐνῴκησεν,dwelt,V-AIA-3S,G1774,2 Timothy 1,50
πρῶτον,first,Adv-S,G4412,2 Timothy 1,51
μάμμῃ,grandmother,N-DFS,G3125,2 Timothy 1,52
Λωΐδι,Lois,N-DFS,G3090,2 Timothy 1,53
μητρί,mother,N-DFS,G3384,2 Timothy 1,54
Εὐνίκῃ,Eunice,N-DFS,G2131,2 Timothy 1,55
πέπεισμαι,I am persuaded,V-RIM/P-1S,G3982,2 Timothy 1,56
δὲ,now,Conj,G1161,2 Timothy 1,57
ὅτι,that,Conj,G3754,2 Timothy 1,58
αἰτίαν,reason,N-AFS,G156,2 Timothy 1,59
ἀναμιμνῄσκω,I remind,V-PIA-1S,G363,2 Timothy 1,60
ἀναζωπυρεῖν,to kindle anew,V-PNA,G329,2 Timothy 1,61
χάρισμα,gift,N-ANS,G5486,2 Timothy 1,62
ἐστιν,is,V-PIA-3S,G1510,2 Timothy 1,63
ἐπιθέσεως,laying on,N-GFS,G1936,2 Timothy 1,64
χειρῶν,hands,N-GFP,G5495,2 Timothy 1,65
οὐ,Not,Adv,G3756,2 Timothy 1,66
γὰρ,for,Conj,G1063,2 Timothy 1,67
ἔδωκεν,has given,V-AIA-3S,G1325,2 Timothy 1,68
πνεῦμα,a spirit,N-ANS,G4151,2 Timothy 1,69
δειλίας,of cowardice,N-GFS,G1167,2 Timothy 1,70
ἀλλὰ,but,Conj,G235,2 Timothy 1,71
δυνάμεως,of power,N-GFS,G1411,2 Timothy 1,72
ἀγάπης,of love,N-GFS,G26,2 Timothy 1,73
σωφρονισμοῦ,of self-control,N-GMS,G4995,2 Timothy 1,74
Μὴ,Not,Adv,G3361,2 Timothy 1,75
οὖν,therefore,Conj,G3767,2 Timothy 1,76
ἐπαισχυνθῇς,you should be ashamed of,V-ASP-2S,G1870,2 Timothy 1,77
μαρτύριον,testimony,N-ANS,G3142,2 Timothy 1,78
μηδὲ,nor,Conj,G3366,2 Timothy 1,79
δέσμιον,prisoner,N-AMS,G1198,2 Timothy 1,80
αὐτοῦ,of Him,PPro-GM3S,G846,2 Timothy 1,81
συνκακοπάθησον,suffer together,V-AMA-2S,G4777,2 Timothy 1,82
εὐαγγελίῳ,gospel,N-DNS,G2098,2 Timothy 1,83
σώσαντος,having saved,V-APA-GMS,G4982,2 Timothy 1,84
καλέσαντος,having called us,V-APA-GMS,G2564,2 Timothy 1,85
κλήσει,with a calling,N-DFS,G2821,2 Timothy 1,86
ἁγίᾳ,holy,Adj-DFS,G40,2 Timothy 1,87
ἔργα,works,N-ANP,G2041,2 Timothy 1,88
ἰδίαν,His own,Adj-AFS,G2398,2 Timothy 1,89
πρόθεσιν,purpose,N-AFS,G4286,2 Timothy 1,90
πρὸ,before,Prep,G4253,2 Timothy 1,91
χρόνων,time,N-GMP,G5550,2 Timothy 1,92
αἰωνίων,eternal,Adj-GMP,G166,2 Timothy 1,93
φανερωθεῖσαν,having been made manifest,V-APP-AFS,G5319,2 Timothy 1,94
νῦν,now,Adv,G3568,2 Timothy 1,95
ἐπιφανείας,appearing,N-GFS,G2015,2 Timothy 1,96
Σωτῆρος,Savior,N-GMS,G4990,2 Timothy 1,97
καταργήσαντος,having abolished,V-APA-GMS,G2673,2 Timothy 1,98
μὲν,indeed,Conj,G3303,2 Timothy 1,99
θάνατον,death,N-AMS,G2288,2 Timothy 1,100
φωτίσαντος,having brought to light,V-APA-GMS,G5461,2 Timothy 1,101
ἀφθαρσίαν,immortality,N-AFS,G861,2 Timothy 1,102
εἰς,to,Prep,G1519,2 Timothy 1,103
ἐτέθην,was appointed,V-AIP-1S,G5087,2 Timothy 1,104
κήρυξ,a herald,N-NMS,G2783,2 Timothy 1,105
διδάσκαλος,a teacher,N-NMS,G1320,2 Timothy 1,106
ταῦτα,these things,DPro-ANP,G3778,2 Timothy 1,107
πάσχω,I suffer,V-PIA-1S,G3958,2 Timothy 1,108
οἶδα,I know,V-RIA-1S,G1492,2 Timothy 1,109
πεπίστευκα,I have believed,V-RIA-1S,G4100,2 Timothy 1,110
δυνατός,able,Adj-NMS,G1415,2 Timothy 1,111
παραθήκην,deposit entrusted,N-AFS,G3866,2 Timothy 1,112
φυλάξαι,to guard,V-ANA,G5442,2 Timothy 1,113
ἐκείνην,that,DPro-AFS,G1565,2 Timothy 1,114
Ὑποτύπωσιν,The pattern,N-AFS,G5296,2 Timothy 1,115
ὑγιαινόντων,of sound,V-PPA-GMP,G5198,2 Timothy 1,116
λόγων,words,N-GMP,G3056,2 Timothy 1,117
παρ,from,Prep,G3844,2 Timothy 1,118
ἤκουσας,you did hear,V-AIA-2S,G191,2 Timothy 1,119
καλὴν,good,Adj-AFS,G2570,2 Timothy 1,120
ἀπεστράφησάν,turned away from,V-AIP-3P,G654,2 Timothy 1,121
πάντες,all,Adj-NMP,G3956,2 Timothy 1,122
Ἀσίᾳ,Asia,N-DFS,G773,2 Timothy 1,123
Φύγελος,Phygelus,N-NMS,G5436,2 Timothy 1,124
Ἑρμογένης,Hermogenes,N-NMS,G2061,2 Timothy 1,125
Ὀνησιφόρου,of Onesiphorus,N-GMS,G3683,2 Timothy 1,126
οἴκῳ,household,N-DMS,G3624,2 Timothy 1,127
πολλάκις,often,Adv,G4178,2 Timothy 1,128
ἀνέψυξεν,he refreshed,V-AIA-3S,G404,2 Timothy 1,129
ἅλυσίν,chain,N-AFS,G254,2 Timothy 1,130
γενόμενος,having arrived,V-APM-NMS,G1096,2 Timothy 1,131
Ῥώμῃ,Rome,N-DFS,G4516,2 Timothy 1,132
