Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Παῦλος,Paul,N-NMS,G3972,1 Thessalonians 1,1
καὶ,and,Conj,G2532,1 Thessalonians 1,2
Σιλουανὸς,Silvanus,N-NMS,G4610,1 Thessalonians 1,3
Τιμόθεος,Timothy,N-NMS,G5095,1 Thessalonians 1,4
Τῇ,To the,Art-DFS,G3588,1 Thessalonians 1,5
ἐκκλησίᾳ,church,N-DFS,G1577,1 Thessalonians 1,6
Θεσσαλονικέων,of the Thessalonians,N-GMP,G2331,1 Thessalonians 1,7
ἐν,in,Prep,G1722,1 Thessalonians 1,8
Θεῷ,God,N-DMS,G2316,1 Thessalonians 1,9
Πατρὶ,the Father,N-DMS,G3962,1 Thessalonians 1,10
Κυρίῳ,the Lord,N-DMS,G2962,1 Thessalonians 1,11
Ἰησοῦ,Jesus,N-DMS,G2424,1 Thessalonians 1,12
Χριστῷ,Christ,N-DMS,G5547,1 Thessalonians 1,13
Χάρις,Grace,N-NFS,G5485,1 Thessalonians 1,14
ὑμῖν,to you,PPro-D2P,G4771,1 Thessalonians 1,15
εἰρήνη,peace,N-NFS,G1515,1 Thessalonians 1,16
ἀπὸ,from,Prep,G575,1 Thessalonians 1,17
θεοῦ,God,N-GMS,G2316,1 Thessalonians 1,18
πατρὸς,Father,N-GMS,G3962,1 Thessalonians 1,19
ἡμῶν,our,PPro-G1P,G1473,1 Thessalonians 1,20
κυρίου,the Lord,N-GMS,G2962,1 Thessalonians 1,21
Ἰησοῦ,Jesus,N-GMS,G2424,1 Thessalonians 1,22
χριστοῦ,Christ,N-GMS,G5547,1 Thessalonians 1,23
Εὐχαριστοῦμεν,We give thanks,V-PIA-1P,G2168,1 Thessalonians 1,24
τῷ,to,Art-DMS,G3588,1 Thessalonians 1,25
πάντοτε,always,Adv,G3842,1 Thessalonians 1,26
περὶ,concerning,Prep,G4012,1 Thessalonians 1,27
πάντων,all,Adj-GMP,G3956,1 Thessalonians 1,28
ὑμῶν,of you,PPro-G2P,G4771,1 Thessalonians 1,29
μνείαν,mention,N-AFS,G3417,1 Thessalonians 1,30
ποιούμενοι,making,V-PPM-NMP,G4160,1 Thessalonians 1,31
ἐπὶ,in,Prep,G1909,1 Thessalonians 1,32
τῶν,the,Art-GFP,G3588,1 Thessalonians 1,33
προσευχῶν,prayers,N-GFP,G4335,1 Thessalonians 1,34
ἀδιαλείπτως,unceasingly,Adv,G89,1 Thessalonians 1,35
μνημονεύοντες,remembering,V-PPA-NMP,G3421,1 Thessalonians 1,36
τοῦ,-,Art-GNS,G3588,1 Thessalonians 1,37
ἔργου,work,N-GNS,G2041,1 Thessalonians 1,38
τῆς,-,Art-GFS,G3588,1 Thessalonians 1,39
πίστεως,of faith,N-GFS,G4102,1 Thessalonians 1,40
τοῦ,-,Art-GMS,G3588,1 Thessalonians 1,41
κόπου,labor,N-GMS,G2873,1 Thessalonians 1,42
ἀγάπης,of love,N-GFS,G26,1 Thessalonians 1,43
ὑπομονῆς,endurance,N-GFS,G5281,1 Thessalonians 1,44
ἐλπίδος,hope,N-GFS,G1680,1 Thessalonians 1,45
Κυρίου,Lord,N-GMS,G2962,1 Thessalonians 1,46
Χριστοῦ,Christ,N-GMS,G5547,1 Thessalonians 1,47
ἔμπροσθεν,before,Prep,G1715,1 Thessalonians 1,48
Θεοῦ,God,N-GMS,G2316,1 Thessalonians 1,49
Πατρὸς,Father,N-GMS,G3962,1 Thessalonians 1,50
εἰδότες,knowing,V-RPA-NMP,G1492,1 Thessalonians 1,51
ἀδελφοὶ,brothers,N-VMP,G80,1 Thessalonians 1,52
ἠγαπημένοι,beloved,V-RPM/P-VMP,G25,1 Thessalonians 1,53
ὑπὸ,by,Prep,G5259,1 Thessalonians 1,54
τὴν,the,Art-AFS,G3588,1 Thessalonians 1,55
ἐκλογὴν,election,N-AFS,G1589,1 Thessalonians 1,56
ὅτι,because,Conj,G3754,1 Thessalonians 1,57
τὸ,the,Art-NNS,G3588,1 Thessalonians 1,58
εὐαγγέλιον,gospel,N-NNS,G2098,1 Thessalonians 1,59
οὐκ,not,Adv,G3756,1 Thessalonians 1,60
ἐγενήθη,came,V-AIP-3S,G1096,1 Thessalonians 1,61
εἰς,to,Prep,G1519,1 Thessalonians 1,62
ὑμᾶς,you,PPro-A2P,G4771,1 Thessalonians 1,63
λόγῳ,word,N-DMS,G3056,1 Thessalonians 1,64
μόνον,only,Adv,G3440,1 Thessalonians 1,65
ἀλλὰ,but,Conj,G235,1 Thessalonians 1,66
δυνάμει,power,N-DFS,G1411,1 Thessalonians 1,67
Πνεύματι,the Spirit,N-DNS,G4151,1 Thessalonians 1,68
Ἁγίῳ,Holy,Adj-DNS,G40,1 Thessalonians 1,69
ἐν,with,Prep,G1722,1 Thessalonians 1,70
πληροφορίᾳ,full assurance,N-DFS,G4136,1 Thessalonians 1,71
πολλῇ,much,Adj-DFS,G4183,1 Thessalonians 1,72
καθὼς,just as,Adv,G2531,1 Thessalonians 1,73
οἴδατε,you know,V-RIA-2P,G1492,1 Thessalonians 1,74
οἷοι,what,RelPro-NMP,G3634,1 Thessalonians 1,75
ἐγενήθημεν,we were,V-AIP-1P,G1096,1 Thessalonians 1,76
δι,on account of,Prep,G1223,1 Thessalonians 1,77
Καὶ,And,Conj,G2532,1 Thessalonians 1,78
ὑμεῖς,you,PPro-N2P,G4771,1 Thessalonians 1,79
μιμηταὶ,imitators,N-NMP,G3402,1 Thessalonians 1,80
ἐγενήθητε,became,V-AIP-2P,G1096,1 Thessalonians 1,81
δεξάμενοι,having received,V-APM-NMP,G1209,1 Thessalonians 1,82
τὸν,the,Art-AMS,G3588,1 Thessalonians 1,83
λόγον,word,N-AMS,G3056,1 Thessalonians 1,84
θλίψει,tribulation,N-DFS,G2347,1 Thessalonians 1,85
μετὰ,with,Prep,G3326,1 Thessalonians 1,86
χαρᾶς,the joy,N-GFS,G5479,1 Thessalonians 1,87
Πνεύματος,of the Spirit,N-GNS,G4151,1 Thessalonians 1,88
Ἁγίου,Holy,Adj-GNS,G40,1 Thessalonians 1,89
ὥστε,so as for,Conj,G5620,1 Thessalonians 1,90
γενέσθαι,to became,V-ANM,G1096,1 Thessalonians 1,91
τύπον,an example,N-AMS,G5179,1 Thessalonians 1,92
πᾶσιν,to all,Adj-DMP,G3956,1 Thessalonians 1,93
τοῖς,the,Art-DMP,G3588,1 Thessalonians 1,94
πιστεύουσιν,believing ones,V-PPA-DMP,G4100,1 Thessalonians 1,95
τῇ,-,Art-DFS,G3588,1 Thessalonians 1,96
Μακεδονίᾳ,Macedonia,N-DFS,G3109,1 Thessalonians 1,97
Ἀχαΐᾳ,Achaia,N-DFS,G882,1 Thessalonians 1,98
ἀφ,From,Prep,G575,1 Thessalonians 1,99
γὰρ,for,Conj,G1063,1 Thessalonians 1,100
ἐξήχηται,has sounded forth,V-RIM/P-3S,G1837,1 Thessalonians 1,101
ὁ,the,Art-NMS,G3588,1 Thessalonians 1,102
λόγος,word,N-NMS,G3056,1 Thessalonians 1,103
οὐ,not,Adv,G3756,1 Thessalonians 1,104
ἐν,in,Prep,G1722,1 Thessalonians 1,105
τῇ,-,Art-DFS,G3588,1 Thessalonians 1,106
ἀλλ,but,Conj,G235,1 Thessalonians 1,107
παντὶ,every,Adj-DMS,G3956,1 Thessalonians 1,108
τόπῳ,place,N-DMS,G5117,1 Thessalonians 1,109
ἡ,the,Art-NFS,G3588,1 Thessalonians 1,110
πίστις,faith,N-NFS,G4102,1 Thessalonians 1,111
πρὸς,toward,Prep,G4314,1 Thessalonians 1,112
Θεὸν,God,N-AMS,G2316,1 Thessalonians 1,113
ἐξελήλυθεν,has gone abroad,V-RIA-3S,G1831,1 Thessalonians 1,114
μὴ,no,Adv,G3361,1 Thessalonians 1,115
χρείαν,need,N-AFS,G5532,1 Thessalonians 1,116
ἔχειν,to have,V-PNA,G2192,1 Thessalonians 1,117
ἡμᾶς,us,PPro-A1P,G1473,1 Thessalonians 1,118
λαλεῖν,to say,V-PNA,G2980,1 Thessalonians 1,119
τι,anything,IPro-ANS,G5100,1 Thessalonians 1,120
αὐτοὶ,They themselves,PPro-NM3P,G846,1 Thessalonians 1,121
ἀπαγγέλλουσιν,report,V-PIA-3P,G518,1 Thessalonians 1,122
ὁποίαν,what,Adj-AFS,G3697,1 Thessalonians 1,123
εἴσοδον,reception,N-AFS,G1529,1 Thessalonians 1,124
ἔσχομεν,we had,V-AIA-1P,G2192,1 Thessalonians 1,125
πῶς,how,Conj,G4459,1 Thessalonians 1,126
ἐπεστρέψατε,you turned,V-AIA-2P,G1994,1 Thessalonians 1,127
ἀπὸ,from,Prep,G575,1 Thessalonians 1,128
τῶν,-,Art-GNP,G3588,1 Thessalonians 1,129
εἰδώλων,idols,N-GNP,G1497,1 Thessalonians 1,130
δουλεύειν,to serve,V-PNA,G1398,1 Thessalonians 1,131
ζῶντι,living,V-PPA-DMS,G2198,1 Thessalonians 1,132
ἀληθινῷ,TRUE,Adj-DMS,G228,1 Thessalonians 1,133
ἀναμένειν,to await,V-PNA,G362,1 Thessalonians 1,134
Υἱὸν,Son,N-AMS,G5207,1 Thessalonians 1,135
αὐτοῦ,of Him,PPro-GM3S,G846,1 Thessalonians 1,136
ἐκ,from,Prep,G1537,1 Thessalonians 1,137
τῶν,the,Art-GMP,G3588,1 Thessalonians 1,138
οὐρανῶν,heavens,N-GMP,G3772,1 Thessalonians 1,139
ὃν,whom,RelPro-AMS,G3739,1 Thessalonians 1,140
ἤγειρεν,He raised,V-AIA-3S,G1453,1 Thessalonians 1,141
νεκρῶν,dead,Adj-GMP,G3498,1 Thessalonians 1,142
Ἰησοῦν,Jesus,N-AMS,G2424,1 Thessalonians 1,143
ῥυόμενον,delivering,V-PPM/P-AMS,G4506,1 Thessalonians 1,144
ὀργῆς,wrath,N-GFS,G3709,1 Thessalonians 1,145
ἐρχομένης,coming,V-PPM/P-GFS,G2064,1 Thessalonians 1,146
Αὐτοὶ,You yourselves,PPro-NM3P,G846,1 Thessalonians 2,147
γὰρ,for,Conj,G1063,1 Thessalonians 2,148
οἴδατε,know,V-RIA-2P,G1492,1 Thessalonians 2,149
ἀδελφοί,brothers,N-VMP,G80,1 Thessalonians 2,150
τὴν,the,Art-AFS,G3588,1 Thessalonians 2,151
εἴσοδον,coming,N-AFS,G1529,1 Thessalonians 2,152
ἡμῶν,of us,PPro-G1P,G1473,1 Thessalonians 2,153
πρὸς,to,Prep,G4314,1 Thessalonians 2,154
ὑμᾶς,you,PPro-A2P,G4771,1 Thessalonians 2,155
ὅτι,that,Conj,G3754,1 Thessalonians 2,156
οὐ,not,Adv,G3756,1 Thessalonians 2,157
κενὴ,in vain,Adj-NFS,G2756,1 Thessalonians 2,158
γέγονεν,has been,V-RIA-3S,G1096,1 Thessalonians 2,159
ἀλλὰ,but,Conj,G235,1 Thessalonians 2,160
προπαθόντες,having previously suffered,V-APA-NMP,G4310,1 Thessalonians 2,161
καὶ,and,Conj,G2532,1 Thessalonians 2,162
ὑβρισθέντες,having been mistreated,V-APP-NMP,G5195,1 Thessalonians 2,163
καθὼς,just as,Adv,G2531,1 Thessalonians 2,164
ἐν,in,Prep,G1722,1 Thessalonians 2,165
Φιλίπποις,Philippi,N-DMP,G5375,1 Thessalonians 2,166
ἐπαρρησιασάμεθα,we had boldness,V-AIM-1P,G3955,1 Thessalonians 2,167
τῷ,the,Art-DMS,G3588,1 Thessalonians 2,168
Θεῷ,God,N-DMS,G2316,1 Thessalonians 2,169
λαλῆσαι,to speak,V-ANA,G2980,1 Thessalonians 2,170
τὸ,the,Art-ANS,G3588,1 Thessalonians 2,171
εὐαγγέλιον,gospel,N-ANS,G2098,1 Thessalonians 2,172
τοῦ,-,Art-GMS,G3588,1 Thessalonians 2,173
Θεοῦ,of God,N-GMS,G2316,1 Thessalonians 2,174
πολλῷ,much,Adj-DMS,G4183,1 Thessalonians 2,175
ἀγῶνι,conflict,N-DMS,G73,1 Thessalonians 2,176
Ἡ,-,Art-NFS,G3588,1 Thessalonians 2,177
παράκλησις,the exhortation,N-NFS,G3874,1 Thessalonians 2,178
οὐκ,is not,Adv,G3756,1 Thessalonians 2,179
ἐκ,of,Prep,G1537,1 Thessalonians 2,180
πλάνης,error,N-GFS,G4106,1 Thessalonians 2,181
οὐδὲ,nor,Conj,G3761,1 Thessalonians 2,182
ἐξ,of,Prep,G1537,1 Thessalonians 2,183
ἀκαθαρσίας,impurity,N-GFS,G167,1 Thessalonians 2,184
δόλῳ,trickery,N-DMS,G1388,1 Thessalonians 2,185
δεδοκιμάσμεθα,we have been approved,V-RIM/P-1P,G1381,1 Thessalonians 2,186
ὑπὸ,by,Prep,G5259,1 Thessalonians 2,187
πιστευθῆναι,to be entrusted with,V-ANP,G4100,1 Thessalonians 2,188
οὕτως,so,Adv,G3779,1 Thessalonians 2,189
λαλοῦμεν,we speak,V-PIA-1P,G2980,1 Thessalonians 2,190
οὐχ,not,Adv,G3756,1 Thessalonians 2,191
ὡς,as,Adv,G5613,1 Thessalonians 2,192
ἀνθρώποις,men,N-DMP,G444,1 Thessalonians 2,193
ἀρέσκοντες,pleasing,V-PPA-NMP,G700,1 Thessalonians 2,194
δοκιμάζοντι,examining,V-PPA-DMS,G1381,1 Thessalonians 2,195
τὰς,the,Art-AFP,G3588,1 Thessalonians 2,196
καρδίας,hearts,N-AFP,G2588,1 Thessalonians 2,197
οὔτε,Never,Conj,G3777,1 Thessalonians 2,198
γάρ,for,Conj,G1063,1 Thessalonians 2,199
ποτε,at any time,Prtcl,G4218,1 Thessalonians 2,200
λόγῳ,word,N-DMS,G3056,1 Thessalonians 2,201
κολακείας,of flattery,N-GFS,G2850,1 Thessalonians 2,202
ἐγενήθημεν,were we,V-AIP-1P,G1096,1 Thessalonians 2,203
προφάσει,a pretext,N-DFS,G4392,1 Thessalonians 2,204
πλεονεξίας,for greed,N-GFS,G4124,1 Thessalonians 2,205
Θεὸς,God is,N-NMS,G2316,1 Thessalonians 2,206
μάρτυς,witness,N-NMS,G3144,1 Thessalonians 2,207
ζητοῦντες,seeking,V-PPA-NMP,G2212,1 Thessalonians 2,208
ἀνθρώπων,men,N-GMP,G444,1 Thessalonians 2,209
δόξαν,glory,N-AFS,G1391,1 Thessalonians 2,210
ἀφ,from,Prep,G575,1 Thessalonians 2,211
ὑμῶν,you,PPro-G2P,G4771,1 Thessalonians 2,212
ἀπ,from,Prep,G575,1 Thessalonians 2,213
ἄλλων,others,Adj-GMP,G243,1 Thessalonians 2,214
δυνάμενοι,though having authority,V-PPM/P-NMP,G1410,1 Thessalonians 2,215
βάρει,weight,N-DNS,G922,1 Thessalonians 2,216
εἶναι,to be,V-PNA,G1510,1 Thessalonians 2,217
Χριστοῦ,Christ’s,N-GMS,G5547,1 Thessalonians 2,218
ἀπόστολοι,apostles,N-NMP,G652,1 Thessalonians 2,219
Ἀλλὰ,But,Conj,G235,1 Thessalonians 2,220
ἤπιοι,gentle,Adj-NMP,G3516,1 Thessalonians 2,221
μέσῳ,the midst,Adj-DNS,G3319,1 Thessalonians 2,222
ἐὰν,if,Conj,G1437,1 Thessalonians 2,223
τροφὸς,a nursing mother,N-NFS,G5162,1 Thessalonians 2,224
θάλπῃ,would cherish,V-PSA-3S,G2282,1 Thessalonians 2,225
τὰ,-,Art-ANP,G3588,1 Thessalonians 2,226
ἑαυτῆς,her own,RefPro-GF3S,G1438,1 Thessalonians 2,227
τέκνα,children,N-ANP,G5043,1 Thessalonians 2,228
ὁμειρόμενοι,yearning over,V-PPM/P-NMP,G2442,1 Thessalonians 2,229
εὐδοκοῦμεν,we were pleased,V-IIA-1P,G2106,1 Thessalonians 2,230
μεταδοῦναι,to have imparted,V-ANA,G3330,1 Thessalonians 2,231
ὑμῖν,to you,PPro-D2P,G4771,1 Thessalonians 2,232
μόνον,only,Adv,G3440,1 Thessalonians 2,233
ἑαυτῶν,own,RefPro-GM3P,G1438,1 Thessalonians 2,234
ψυχάς,lives,N-AFP,G5590,1 Thessalonians 2,235
διότι,because,Conj,G1360,1 Thessalonians 2,236
ἀγαπητοὶ,beloved,Adj-NMP,G27,1 Thessalonians 2,237
ἡμῖν,to us,PPro-D1P,G1473,1 Thessalonians 2,238
ἐγενήθητε,you have become,V-AIP-2P,G1096,1 Thessalonians 2,239
Μνημονεύετε,You remember,V-PIA-2P,G3421,1 Thessalonians 2,240
τὸν,the,Art-AMS,G3588,1 Thessalonians 2,241
κόπον,labor,N-AMS,G2873,1 Thessalonians 2,242
μόχθον,hardship,N-AMS,G3449,1 Thessalonians 2,243
νυκτὸς,Night,N-GFS,G3571,1 Thessalonians 2,244
ἡμέρας,day,N-GFS,G2250,1 Thessalonians 2,245
ἐργαζόμενοι,working,V-PPM/P-NMP,G2038,1 Thessalonians 2,246
μὴ,not,Adv,G3361,1 Thessalonians 2,247
ἐπιβαρῆσαί,to burden,V-ANA,G1912,1 Thessalonians 2,248
τινα,anyone,IPro-AMS,G5100,1 Thessalonians 2,249
ἐκηρύξαμεν,we proclaimed,V-AIA-1P,G2784,1 Thessalonians 2,250
εἰς,to,Prep,G1519,1 Thessalonians 2,251
