Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
κατασκοπῆσαι,to spy out,V-ANA,G2684,Galatians 2,170
ἐλευθερίαν,freedom,N-AFS,G1657,Galatians 2,171
ἔχομεν,we have,V-PIA-1P,G2192,Galatians 2,172
καταδουλώσουσιν,they will enslave,V-FIA-3P,G2615,Galatians 2,173
ὥραν,an hour,N-AFS,G5610,Galatians 2,174
εἴξαμεν,did we yield,V-AIA-1P,G1502,Galatians 2,175
ὑποταγῇ,in subjection,N-DFS,G5292,Galatians 2,176
ἀλήθεια,truth,N-NFS,G225,Galatians 2,177
διαμείνῃ,might continue,V-ASA-3S,G1265,Galatians 2,178
ὁποῖοί,whatsoever,Adj-NMP,G3697,Galatians 2,179
οὐδέν,not,Adj-ANS,G3762,Galatians 2,180
διαφέρει,makes a difference,V-PIA-3S,G1308,Galatians 2,181
λαμβάνει,does accept,V-PIA-3S,G2983,Galatians 2,182
τοὐναντίον,on the contrary,Adv-C,G5121,Galatians 2,183
πεπίστευμαι,I have been entrusted with,V-RIM/P-1S,G4100,Galatians 2,184
ἀκροβυστίας,uncircumcision,N-GFS,G203,Galatians 2,185
καθὼς,just as,Adv,G2531,Galatians 2,186
Πέτρος,Peter with that,N-NMS,G4074,Galatians 2,187
περιτομῆς,circumcision,N-GFS,G4061,Galatians 2,188
ἐνεργήσας,having worked,V-APA-NMS,G1754,Galatians 2,189
ἀποστολὴν,apostleship,N-AFS,G651,Galatians 2,190
γνόντες,having known,V-APA-NMP,G1097,Galatians 2,191
Ἰωάννης,John,N-NMS,G2491,Galatians 2,192
στῦλοι,pillars,N-NMP,G4769,Galatians 2,193
δεξιὰς,the right hands,Adj-AFP,G1188,Galatians 2,194
κοινωνίας,of fellowship,N-GFS,G2842,Galatians 2,195
πτωχῶν,poor,Adj-GMP,G4434,Galatians 2,196
μνημονεύωμεν,we should remember,V-PSA-1P,G3421,Galatians 2,197
ἐσπούδασα,I was eager,V-AIA-1S,G4704,Galatians 2,198
τοῦτο,thing,DPro-ANS,G3778,Galatians 2,199
ποιῆσαι,to do,V-ANA,G4160,Galatians 2,200
Ἀντιόχειαν,Antioch,N-AFS,G490,Galatians 2,201
ἀντέστην,I opposed him,V-AIA-1S,G436,Galatians 2,202
κατεγνωσμένος,condemned,V-RPM/P-NMS,G2607,Galatians 2,203
συνήσθιεν,he was eating,V-IIA-3S,G4906,Galatians 2,204
ὑπέστελλεν,he was drawing back,V-IIA-3S,G5288,Galatians 2,205
φοβούμενος,being afraid of,V-PPM/P-NMS,G5399,Galatians 2,206
συνυπεκρίθησαν,acted hypocritically,V-AIP-3P,G4942,Galatians 2,207
λοιποὶ,rest,Adj-NMP,G3062,Galatians 2,208
Ἰουδαῖοι,of the Jews,Adj-NMP,G2453,Galatians 2,209
ὥστε,so that,Conj,G5620,Galatians 2,210
συναπήχθη,was carried away,V-AIP-3S,G4879,Galatians 2,211
ὑποκρίσει,hypocrisy,N-DFS,G5272,Galatians 2,212
ὀρθοποδοῦσιν,they are walking uprightly,V-PIA-3P,G3716,Galatians 2,213
εἶπον,I said,V-AIA-1S,G2036,Galatians 2,214
ἔμπροσθεν,before,Prep,G1715,Galatians 2,215
ἐθνικῶς,like a Gentile,Adv,G1483,Galatians 2,216
Ἰουδαϊκῶς,like a Jew,Adv,G2452,Galatians 2,217
ζῇς,live,V-PIA-2S,G2198,Galatians 2,218
