Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Ὁ,The,Art-NMS,G3588,2 John 1,1
πρεσβύτερος,elder,Adj-NMS,G4245,2 John 1,2
Ἐκλεκτῇ,To the elect,Adj-DFS,G1588,2 John 1,3
κυρίᾳ,lady,N-DFS,G2959,2 John 1,4
καὶ,and,Conj,G2532,2 John 1,5
τοῖς,the,Art-DNP,G3588,2 John 1,6
τέκνοις,children,N-DNP,G5043,2 John 1,7
αὐτῆς,of her,PPro-GF3S,G846,2 John 1,8
οὓς,whom,RelPro-AMP,G3739,2 John 1,9
ἐγὼ,I,PPro-N1S,G1473,2 John 1,10
ἀγαπῶ,love,V-PIA-1S,G25,2 John 1,11
ἐν,in,Prep,G1722,2 John 1,12
ἀληθείᾳ,truth,N-DFS,G225,2 John 1,13
οὐκ,not,Adv,G3756,2 John 1,14
μόνος,only,Adj-NMS,G3441,2 John 1,15
ἀλλὰ,but,Conj,G235,2 John 1,16
πάντες,all,Adj-NMP,G3956,2 John 1,17
οἱ,those,Art-NMP,G3588,2 John 1,18
ἐγνωκότες,having known,V-RPA-NMP,G1097,2 John 1,19
τὴν,the,Art-AFS,G3588,2 John 1,20
ἀλήθειαν,truth,N-AFS,G225,2 John 1,21
διὰ,because of,Prep,G1223,2 John 1,22
μένουσαν,abiding,V-PPA-AFS,G3306,2 John 1,23
ἡμῖν,us,PPro-D1P,G1473,2 John 1,24
μεθ,with,Prep,G3326,2 John 1,25
ἡμῶν,us,PPro-G1P,G1473,2 John 1,26
ἔσται,that will be,V-FIM-3S,G1510,2 John 1,27
εἰς,to,Prep,G1519,2 John 1,28
τὸν,the,Art-AMS,G3588,2 John 1,29
αἰῶνα,age,N-AMS,G165,2 John 1,30
Ἔσται,Will be,V-FIM-3S,G1510,2 John 1,31
χάρις,grace,N-NFS,G5485,2 John 1,32
ἔλεος,mercy,N-NNS,G1656,2 John 1,33
εἰρήνη,and peace,N-NFS,G1515,2 John 1,34
παρὰ,from,Prep,G3844,2 John 1,35
Θεοῦ,God,N-GMS,G2316,2 John 1,36
Πατρός,the Father,N-GMS,G3962,2 John 1,37
Ἰησοῦ,Jesus,N-GMS,G2424,2 John 1,38
Χριστοῦ,Christ,N-GMS,G5547,2 John 1,39
τοῦ,the,Art-GMS,G3588,2 John 1,40
Υἱοῦ,Son,N-GMS,G5207,2 John 1,41
ἀγάπῃ,love,N-DFS,G26,2 John 1,42
Ἐχάρην,I rejoiced,V-AIP-1S,G5463,2 John 1,43
λίαν,exceedingly,Adv,G3029,2 John 1,44
ὅτι,that,Conj,G3754,2 John 1,45
εὕρηκα,I have found,V-RIA-1S,G2147,2 John 1,46
ἐκ,some of,Prep,G1537,2 John 1,47
τῶν,the,Art-GNP,G3588,2 John 1,48
τέκνων,children,N-GNP,G5043,2 John 1,49
σου,of you,PPro-G2S,G4771,2 John 1,50
περιπατοῦντας,walking,V-PPA-AMP,G4043,2 John 1,51
καθὼς,just as,Adv,G2531,2 John 1,52
ἐντολὴν,commandment,N-AFS,G1785,2 John 1,53
ἐλάβομεν,we received,V-AIA-1P,G2983,2 John 1,54
νῦν,now,Adv,G3568,2 John 1,55
ἐρωτῶ,I implore,V-PIA-1S,G2065,2 John 1,56
σε,you,PPro-A2S,G4771,2 John 1,57
κυρία,lady,N-VFS,G2959,2 John 1,58
οὐχ,not,Adv,G3756,2 John 1,59
ὡς,as,Adv,G5613,2 John 1,60
γράφων,I am writing,V-PPA-NMS,G1125,2 John 1,61
σοι» ,to you,PPro-D2S,G4771,2 John 1,62
καινὴν,new,Adj-AFS,G2537,2 John 1,63
ἣν,that which,RelPro-AFS,G3739,2 John 1,64
εἴχομεν,we have had,V-IIA-1P,G2192,2 John 1,65
ἀπ,from,Prep,G575,2 John 1,66
ἀρχῆς,the beginning,N-GFS,G746,2 John 1,67
ἵνα,that,Conj,G2443,2 John 1,68
ἀγαπῶμεν,we should love,V-PSA-1P,G25,2 John 1,69
ἀλλήλους,one another,RecPro-AMP,G240,2 John 1,70
αὕτη,this,DPro-NFS,G3778,2 John 1,71
ἐστὶν,is,V-PIA-3S,G1510,2 John 1,72
ἡ,-,Art-NFS,G3588,2 John 1,73
ἀγάπη,love,N-NFS,G26,2 John 1,74
περιπατῶμεν,we should walk,V-PSA-1P,G4043,2 John 1,75
κατὰ,according to,Prep,G2596,2 John 1,76
τὰς,the,Art-AFP,G3588,2 John 1,77
ἐντολὰς,commandments,N-AFP,G1785,2 John 1,78
αὐτοῦ,of Him,PPro-GM3S,G846,2 John 1,79
ἐντολή,commandment,N-NFS,G1785,2 John 1,80
ἐστιν,is,V-PIA-3S,G1510,2 John 1,81
ἠκούσατε,you have heard,V-AIA-2P,G191,2 John 1,82
αὐτῇ,it,PPro-DF3S,G846,2 John 1,83
περιπατῆτε,you should walk,V-PSA-2P,G4043,2 John 1,84
Ὅτι,For,Conj,G3754,2 John 1,85
πολλοὶ,many,Adj-NMP,G4183,2 John 1,86
πλάνοι,deceivers,Adj-NMP,G4108,2 John 1,87
ἐξῆλθον,have entered,V-AIA-3P,G1831,2 John 1,88
κόσμον,world,N-AMS,G2889,2 John 1,89
μὴ,not,Adv,G3361,2 John 1,90
ὁμολογοῦντες,confessing,V-PPA-NMP,G3670,2 John 1,91
Ἰησοῦν,Jesus,N-AMS,G2424,2 John 1,92
Χριστὸν,Christ,N-AMS,G5547,2 John 1,93
ἐρχόμενον,coming,V-PPM/P-AMS,G2064,2 John 1,94
σαρκί,flesh,N-DFS,G4561,2 John 1,95
