Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Παῦλος,Paul,N-NMS,G3972,2 Timothy 1,1
ἀπόστολος,an apostle,N-NMS,G652,2 Timothy 1,2
Χριστοῦ,of Christ,N-GMS,G5547,2 Timothy 1,3
Ἰησοῦ,Jesus,N-GMS,G2424,2 Timothy 1,4
διὰ,by,Prep,G1223,2 Timothy 1,5
θελήματος,the will,N-GNS,G2307,2 Timothy 1,6
Θεοῦ,of God,N-GMS,G2316,2 Timothy 1,7
κατ,according to,Prep,G2596,2 Timothy 1,8
ἐπαγγελίαν,the promise,N-AFS,G1860,2 Timothy 1,9
ζωῆς,of life,N-GFS,G2222,2 Timothy 1,10
τῆς,-,Art-GFS,G3588,2 Timothy 1,11
ἐν,in,Prep,G1722,2 Timothy 1,12
Χριστῷ,Christ,N-DMS,G5547,2 Timothy 1,13
Ἰησοῦ,Jesus,N-DMS,G2424,2 Timothy 1,14
Τιμοθέῳ,To Timothy,N-DMS,G5095,2 Timothy 1,15
ἀγαπητῷ,my beloved,Adj-DNS,G27,2 Timothy 1,16
τέκνῳ,child,N-DNS,G5043,2 Timothy 1,17
Χάρις,Grace,N-NFS,G5485,2 Timothy 1,18
ἔλεος,mercy,N-NNS,G1656,2 Timothy 1,19
εἰρήνη,and peace,N-NFS,G1515,2 Timothy 1,20
ἀπὸ,from,Prep,G575,2 Timothy 1,21
Πατρὸς,the Father,N-GMS,G3962,2 Timothy 1,22
καὶ,and,Conj,G2532,2 Timothy 1,23
τοῦ,the,Art-GMS,G3588,2 Timothy 1,24
Κυρίου,Lord,N-GMS,G2962,2 Timothy 1,25
ἡμῶν,of us,PPro-G1P,G1473,2 Timothy 1,26
Χάριν,Thankful,N-AFS,G5485,2 Timothy 1,27
ἔχω,I am,V-PIA-1S,G2192,2 Timothy 1,28
τῷ,-,Art-DMS,G3588,2 Timothy 1,29
Θεῷ,to God,N-DMS,G2316,2 Timothy 1,30
ᾧ,whom,RelPro-DMS,G3739,2 Timothy 1,31
λατρεύω,I serve,V-PIA-1S,G3000,2 Timothy 1,32
προγόνων,my forefathers,N-GMP,G4269,2 Timothy 1,33
καθαρᾷ,a pure,Adj-DFS,G2513,2 Timothy 1,34
συνειδήσει,conscience,N-DFS,G4893,2 Timothy 1,35
ὡς,as,Adv,G5613,2 Timothy 1,36
ἀδιάλειπτον,unceasingly,Adj-AFS,G88,2 Timothy 1,37
τὴν,the,Art-AFS,G3588,2 Timothy 1,38
περὶ,of,Prep,G4012,2 Timothy 1,39
σοῦ,you,PPro-G2S,G4771,2 Timothy 1,40
μνείαν,remembrance,N-AFS,G3417,2 Timothy 1,41
ταῖς,the,Art-DFP,G3588,2 Timothy 1,42
δεήσεσίν,prayers,N-DFP,G1162,2 Timothy 1,43
μου,of me,PPro-G1S,G1473,2 Timothy 1,44
νυκτὸς,night,N-GFS,G3571,2 Timothy 1,45
ἡμέρας,day,N-GFS,G2250,2 Timothy 1,46
ἐπιποθῶν,longing,V-PPA-NMS,G1971,2 Timothy 1,47
σε,you,PPro-A2S,G4771,2 Timothy 1,48
ἰδεῖν,to see,V-ANA,G3708,2 Timothy 1,49
μεμνημένος,recalling,V-RPM/P-NMS,G3403,2 Timothy 1,50
σου,your,PPro-G2S,G4771,2 Timothy 1,51
τῶν,-,Art-GNP,G3588,2 Timothy 1,52
δακρύων,tears,N-GNP,G1144,2 Timothy 1,53
ἵνα,so that,Conj,G2443,2 Timothy 1,54
χαρᾶς,with joy,N-GFS,G5479,2 Timothy 1,55
πληρωθῶ,I may be filled,V-ASP-1S,G4137,2 Timothy 1,56
ὑπόμνησιν,remembrance,N-AFS,G5280,2 Timothy 1,57
λαβὼν,having taken,V-APA-NMS,G2983,2 Timothy 1,58
σοὶ,you,PPro-D2S,G4771,2 Timothy 1,59
ἀνυποκρίτου,sincere,Adj-GFS,G505,2 Timothy 1,60
πίστεως,faith,N-GFS,G4102,2 Timothy 1,61
ἥτις,which,RelPro-NFS,G3748,2 Timothy 1,62
ἐνῴκησεν,dwelt,V-AIA-3S,G1774,2 Timothy 1,63
πρῶτον,first,Adv-S,G4412,2 Timothy 1,64
τῇ,the,Art-DFS,G3588,2 Timothy 1,65
μάμμῃ,grandmother,N-DFS,G3125,2 Timothy 1,66
Λωΐδι,Lois,N-DFS,G3090,2 Timothy 1,67
μητρί,mother,N-DFS,G3384,2 Timothy 1,68
Εὐνίκῃ,Eunice,N-DFS,G2131,2 Timothy 1,69
πέπεισμαι,I am persuaded,V-RIM/P-1S,G3982,2 Timothy 1,70
δὲ,now,Conj,G1161,2 Timothy 1,71
ὅτι,that,Conj,G3754,2 Timothy 1,72
σοί,you,PPro-D2S,G4771,2 Timothy 1,73
Δι,For,Prep,G1223,2 Timothy 1,74
ἣν,this,RelPro-AFS,G3739,2 Timothy 1,75
αἰτίαν,reason,N-AFS,G156,2 Timothy 1,76
ἀναμιμνῄσκω,I remind,V-PIA-1S,G363,2 Timothy 1,77
ἀναζωπυρεῖν,to kindle anew,V-PNA,G329,2 Timothy 1,78
τὸ,the,Art-ANS,G3588,2 Timothy 1,79
χάρισμα,gift,N-ANS,G5486,2 Timothy 1,80
ὅ,which,RelPro-NNS,G3739,2 Timothy 1,81
ἐστιν,is,V-PIA-3S,G1510,2 Timothy 1,82
ἐπιθέσεως,laying on,N-GFS,G1936,2 Timothy 1,83
τῶν,of the,Art-GFP,G3588,2 Timothy 1,84
χειρῶν,hands,N-GFP,G5495,2 Timothy 1,85
οὐ,Not,Adv,G3756,2 Timothy 1,86
γὰρ,for,Conj,G1063,2 Timothy 1,87
ἔδωκεν,has given,V-AIA-3S,G1325,2 Timothy 1,88
ἡμῖν,us,PPro-D1P,G1473,2 Timothy 1,89
ὁ,-,Art-NMS,G3588,2 Timothy 1,90
Θεὸς,God,N-NMS,G2316,2 Timothy 1,91
πνεῦμα,a spirit,N-ANS,G4151,2 Timothy 1,92
δειλίας,of cowardice,N-GFS,G1167,2 Timothy 1,93
ἀλλὰ,but,Conj,G235,2 Timothy 1,94
δυνάμεως,of power,N-GFS,G1411,2 Timothy 1,95
ἀγάπης,of love,N-GFS,G26,2 Timothy 1,96
σωφρονισμοῦ,of self-control,N-GMS,G4995,2 Timothy 1,97
Μὴ,Not,Adv,G3361,2 Timothy 1,98
οὖν,therefore,Conj,G3767,2 Timothy 1,99
ἐπαισχυνθῇς,you should be ashamed of,V-ASP-2S,G1870,2 Timothy 1,100
μαρτύριον,testimony,N-ANS,G3142,2 Timothy 1,101
μηδὲ,nor,Conj,G3366,2 Timothy 1,102
ἐμὲ,of me,PPro-A1S,G1473,2 Timothy 1,103
τὸν,the,Art-AMS,G3588,2 Timothy 1,104
δέσμιον,prisoner,N-AMS,G1198,2 Timothy 1,105
αὐτοῦ,of Him,PPro-GM3S,G846,2 Timothy 1,106
συνκακοπάθησον,suffer together,V-AMA-2S,G4777,2 Timothy 1,107
τῷ,for the,Art-DNS,G3588,2 Timothy 1,108
εὐαγγελίῳ,gospel,N-DNS,G2098,2 Timothy 1,109
κατὰ,according to,Prep,G2596,2 Timothy 1,110
δύναμιν,the power,N-AFS,G1411,2 Timothy 1,111
σώσαντος,having saved,V-APA-GMS,G4982,2 Timothy 1,112
ἡμᾶς,us,PPro-A1P,G1473,2 Timothy 1,113
καλέσαντος,having called us,V-APA-GMS,G2564,2 Timothy 1,114
κλήσει,with a calling,N-DFS,G2821,2 Timothy 1,115
ἁγίᾳ,holy,Adj-DFS,G40,2 Timothy 1,116
τὰ,the,Art-ANP,G3588,2 Timothy 1,117
ἔργα,works,N-ANP,G2041,2 Timothy 1,118
ἰδίαν,His own,Adj-AFS,G2398,2 Timothy 1,119
πρόθεσιν,purpose,N-AFS,G4286,2 Timothy 1,120
χάριν,grace,N-AFS,G5485,2 Timothy 1,121
δοθεῖσαν,having been given,V-APP-AFS,G1325,2 Timothy 1,122
πρὸ,before,Prep,G4253,2 Timothy 1,123
χρόνων,time,N-GMP,G5550,2 Timothy 1,124
αἰωνίων,eternal,Adj-GMP,G166,2 Timothy 1,125
φανερωθεῖσαν,having been made manifest,V-APP-AFS,G5319,2 Timothy 1,126
νῦν,now,Adv,G3568,2 Timothy 1,127
ἐπιφανείας,appearing,N-GFS,G2015,2 Timothy 1,128
Σωτῆρος,Savior,N-GMS,G4990,2 Timothy 1,129
καταργήσαντος,having abolished,V-APA-GMS,G2673,2 Timothy 1,130
μὲν,indeed,Conj,G3303,2 Timothy 1,131
θάνατον,death,N-AMS,G2288,2 Timothy 1,132
φωτίσαντος,having brought to light,V-APA-GMS,G5461,2 Timothy 1,133
ζωὴν,life,N-AFS,G2222,2 Timothy 1,134
ἀφθαρσίαν,immortality,N-AFS,G861,2 Timothy 1,135
τοῦ,the,Art-GNS,G3588,2 Timothy 1,136
