Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Παῦλος,Paul,N-NMS,G3972,1 Thessalonians 1,1
καὶ,and,Conj,G2532,1 Thessalonians 1,2
Σιλουανὸς,Silvanus,N-NMS,G4610,1 Thessalonians 1,3
Τιμόθεος,Timothy,N-NMS,G5095,1 Thessalonians 1,4
Τῇ,To the,Art-DFS,G3588,1 Thessalonians 1,5
ἐκκλησίᾳ,church,N-DFS,G1577,1 Thessalonians 1,6
Θεσσαλονικέων,of the Thessalonians,N-GMP,G2331,1 Thessalonians 1,7
ἐν,in,Prep,G1722,1 Thessalonians 1,8
Θεῷ,God,N-DMS,G2316,1 Thessalonians 1,9
Πατρὶ,the Father,N-DMS,G3962,1 Thessalonians 1,10
Κυρίῳ,the Lord,N-DMS,G2962,1 Thessalonians 1,11
Ἰησοῦ,Jesus,N-DMS,G2424,1 Thessalonians 1,12
Χριστῷ,Christ,N-DMS,G5547,1 Thessalonians 1,13
Χάρις,Grace,N-NFS,G5485,1 Thessalonians 1,14
ὑμῖν,to you,PPro-D2P,G4771,1 Thessalonians 1,15
εἰρήνη,peace,N-NFS,G1515,1 Thessalonians 1,16
ἀπὸ,from,Prep,G575,1 Thessalonians 1,17
ἡμῶν,our,PPro-G1P,G1473,1 Thessalonians 1,18
Εὐχαριστοῦμεν,We give thanks,V-PIA-1P,G2168,1 Thessalonians 1,19
πάντοτε,always,Adv,G3842,1 Thessalonians 1,20
περὶ,concerning,Prep,G4012,1 Thessalonians 1,21
πάντων,all,Adj-GMP,G3956,1 Thessalonians 1,22
μνείαν,mention,N-AFS,G3417,1 Thessalonians 1,23
ποιούμενοι,making,V-PPM-NMP,G4160,1 Thessalonians 1,24
ἐπὶ,in,Prep,G1909,1 Thessalonians 1,25
προσευχῶν,prayers,N-GFP,G4335,1 Thessalonians 1,26
ἀδιαλείπτως,unceasingly,Adv,G89,1 Thessalonians 1,27
μνημονεύοντες,remembering,V-PPA-NMP,G3421,1 Thessalonians 1,28
ἔργου,work,N-GNS,G2041,1 Thessalonians 1,29
πίστεως,of faith,N-GFS,G4102,1 Thessalonians 1,30
κόπου,labor,N-GMS,G2873,1 Thessalonians 1,31
ἀγάπης,of love,N-GFS,G26,1 Thessalonians 1,32
ὑπομονῆς,endurance,N-GFS,G5281,1 Thessalonians 1,33
ἐλπίδος,hope,N-GFS,G1680,1 Thessalonians 1,34
ἔμπροσθεν,before,Prep,G1715,1 Thessalonians 1,35
εἰδότες,knowing,V-RPA-NMP,G1492,1 Thessalonians 1,36
ἀδελφοὶ,brothers,N-VMP,G80,1 Thessalonians 1,37
ἠγαπημένοι,beloved,V-RPM/P-VMP,G25,1 Thessalonians 1,38
ὑπὸ,by,Prep,G5259,1 Thessalonians 1,39
ἐκλογὴν,election,N-AFS,G1589,1 Thessalonians 1,40
ὅτι,because,Conj,G3754,1 Thessalonians 1,41
εὐαγγέλιον,gospel,N-NNS,G2098,1 Thessalonians 1,42
οὐκ,not,Adv,G3756,1 Thessalonians 1,43
ἐγενήθη,came,V-AIP-3S,G1096,1 Thessalonians 1,44
εἰς,to,Prep,G1519,1 Thessalonians 1,45
λόγῳ,word,N-DMS,G3056,1 Thessalonians 1,46
μόνον,only,Adv,G3440,1 Thessalonians 1,47
ἀλλὰ,but,Conj,G235,1 Thessalonians 1,48
δυνάμει,power,N-DFS,G1411,1 Thessalonians 1,49
Πνεύματι,the Spirit,N-DNS,G4151,1 Thessalonians 1,50
Ἁγίῳ,Holy,Adj-DNS,G40,1 Thessalonians 1,51
πληροφορίᾳ,full assurance,N-DFS,G4136,1 Thessalonians 1,52
πολλῇ,much,Adj-DFS,G4183,1 Thessalonians 1,53
καθὼς,just as,Adv,G2531,1 Thessalonians 1,54
οἷοι,what,RelPro-NMP,G3634,1 Thessalonians 1,55
δι,on account of,Prep,G1223,1 Thessalonians 1,56
μιμηταὶ,imitators,N-NMP,G3402,1 Thessalonians 1,57
δεξάμενοι,having received,V-APM-NMP,G1209,1 Thessalonians 1,58
θλίψει,tribulation,N-DFS,G2347,1 Thessalonians 1,59
μετὰ,with,Prep,G3326,1 Thessalonians 1,60
χαρᾶς,the joy,N-GFS,G5479,1 Thessalonians 1,61
ὥστε,so as for,Conj,G5620,1 Thessalonians 1,62
τύπον,an example,N-AMS,G5179,1 Thessalonians 1,63
πιστεύουσιν,believing ones,V-PPA-DMP,G4100,1 Thessalonians 1,64
Μακεδονίᾳ,Macedonia,N-DFS,G3109,1 Thessalonians 1,65
Ἀχαΐᾳ,Achaia,N-DFS,G882,1 Thessalonians 1,66
γὰρ,for,Conj,G1063,1 Thessalonians 1,67
ἐξήχηται,has sounded forth,V-RIM/P-3S,G1837,1 Thessalonians 1,68
τόπῳ,place,N-DMS,G5117,1 Thessalonians 1,69
πρὸς,toward,Prep,G4314,1 Thessalonians 1,70
ἐξελήλυθεν,has gone abroad,V-RIA-3S,G1831,1 Thessalonians 1,71
μὴ,no,Adv,G3361,1 Thessalonians 1,72
χρείαν,need,N-AFS,G5532,1 Thessalonians 1,73
ἔχειν,to have,V-PNA,G2192,1 Thessalonians 1,74
λαλεῖν,to say,V-PNA,G2980,1 Thessalonians 1,75
τι,anything,IPro-ANS,G5100,1 Thessalonians 1,76
αὐτοὶ,They themselves,PPro-NM3P,G846,1 Thessalonians 1,77
ἀπαγγέλλουσιν,report,V-PIA-3P,G518,1 Thessalonians 1,78
ὁποίαν,what,Adj-AFS,G3697,1 Thessalonians 1,79
εἴσοδον,reception,N-AFS,G1529,1 Thessalonians 1,80
πῶς,how,Conj,G4459,1 Thessalonians 1,81
ἐπεστρέψατε,you turned,V-AIA-2P,G1994,1 Thessalonians 1,82
εἰδώλων,idols,N-GNP,G1497,1 Thessalonians 1,83
δουλεύειν,to serve,V-PNA,G1398,1 Thessalonians 1,84
ζῶντι,living,V-PPA-DMS,G2198,1 Thessalonians 1,85
ἀληθινῷ,TRUE,Adj-DMS,G228,1 Thessalonians 1,86
ἀναμένειν,to await,V-PNA,G362,1 Thessalonians 1,87
Υἱὸν,Son,N-AMS,G5207,1 Thessalonians 1,88
ἐκ,from,Prep,G1537,1 Thessalonians 1,89
οὐρανῶν,heavens,N-GMP,G3772,1 Thessalonians 1,90
ὃν,whom,RelPro-AMS,G3739,1 Thessalonians 1,91
ἤγειρεν,He raised,V-AIA-3S,G1453,1 Thessalonians 1,92
νεκρῶν,dead,Adj-GMP,G3498,1 Thessalonians 1,93
ῥυόμενον,delivering,V-PPM/P-AMS,G4506,1 Thessalonians 1,94
ὀργῆς,wrath,N-GFS,G3709,1 Thessalonians 1,95
ἐρχομένης,coming,V-PPM/P-GFS,G2064,1 Thessalonians 1,96
κενὴ,in vain,Adj-NFS,G2756,1 Thessalonians 2,97
προπαθόντες,having previously suffered,V-APA-NMP,G4310,1 Thessalonians 2,98
ὑβρισθέντες,having been mistreated,V-APP-NMP,G5195,1 Thessalonians 2,99
Φιλίπποις,Philippi,N-DMP,G5375,1 Thessalonians 2,100
ἐπαρρησιασάμεθα,we had boldness,V-AIM-1P,G3955,1 Thessalonians 2,101
ἀγῶνι,conflict,N-DMS,G73,1 Thessalonians 2,102
παράκλησις,the exhortation,N-NFS,G3874,1 Thessalonians 2,103
πλάνης,error,N-GFS,G4106,1 Thessalonians 2,104
οὐδὲ,nor,Conj,G3761,1 Thessalonians 2,105
ἀκαθαρσίας,impurity,N-GFS,G167,1 Thessalonians 2,106
δόλῳ,trickery,N-DMS,G1388,1 Thessalonians 2,107
δεδοκιμάσμεθα,we have been approved,V-RIM/P-1P,G1381,1 Thessalonians 2,108
οὕτως,so,Adv,G3779,1 Thessalonians 2,109
ὡς,as,Adv,G5613,1 Thessalonians 2,110
ἀνθρώποις,men,N-DMP,G444,1 Thessalonians 2,111
ἀρέσκοντες,pleasing,V-PPA-NMP,G700,1 Thessalonians 2,112
καρδίας,hearts,N-AFP,G2588,1 Thessalonians 2,113
οὔτε,Never,Conj,G3777,1 Thessalonians 2,114
ποτε,at any time,Prtcl,G4218,1 Thessalonians 2,115
κολακείας,of flattery,N-GFS,G2850,1 Thessalonians 2,116
προφάσει,a pretext,N-DFS,G4392,1 Thessalonians 2,117
πλεονεξίας,for greed,N-GFS,G4124,1 Thessalonians 2,118
μάρτυς,witness,N-NMS,G3144,1 Thessalonians 2,119
ζητοῦντες,seeking,V-PPA-NMP,G2212,1 Thessalonians 2,120
δόξαν,glory,N-AFS,G1391,1 Thessalonians 2,121
ἄλλων,others,Adj-GMP,G243,1 Thessalonians 2,122
δυνάμενοι,though having authority,V-PPM/P-NMP,G1410,1 Thessalonians 2,123
βάρει,weight,N-DNS,G922,1 Thessalonians 2,124
εἶναι,to be,V-PNA,G1510,1 Thessalonians 2,125
ἀπόστολοι,apostles,N-NMP,G652,1 Thessalonians 2,126
ἤπιοι,gentle,Adj-NMP,G3516,1 Thessalonians 2,127
μέσῳ,the midst,Adj-DNS,G3319,1 Thessalonians 2,128
ἐὰν,if,Conj,G1437,1 Thessalonians 2,129
τροφὸς,a nursing mother,N-NFS,G5162,1 Thessalonians 2,130
θάλπῃ,would cherish,V-PSA-3S,G2282,1 Thessalonians 2,131
ἑαυτῆς,her own,RefPro-GF3S,G1438,1 Thessalonians 2,132
τέκνα,children,N-ANP,G5043,1 Thessalonians 2,133
ὁμειρόμενοι,yearning over,V-PPM/P-NMP,G2442,1 Thessalonians 2,134
εὐδοκοῦμεν,we were pleased,V-IIA-1P,G2106,1 Thessalonians 2,135
μεταδοῦναι,to have imparted,V-ANA,G3330,1 Thessalonians 2,136
ψυχάς,lives,N-AFP,G5590,1 Thessalonians 2,137
διότι,because,Conj,G1360,1 Thessalonians 2,138
ἀγαπητοὶ,beloved,Adj-NMP,G27,1 Thessalonians 2,139
μόχθον,hardship,N-AMS,G3449,1 Thessalonians 2,140
νυκτὸς,Night,N-GFS,G3571,1 Thessalonians 2,141
ἡμέρας,day,N-GFS,G2250,1 Thessalonians 2,142
ἐργαζόμενοι,working,V-PPM/P-NMP,G2038,1 Thessalonians 2,143
ἐπιβαρῆσαί,to burden,V-ANA,G1912,1 Thessalonians 2,144
ἐκηρύξαμεν,we proclaimed,V-AIA-1P,G2784,1 Thessalonians 2,145
ὁσίως,holily,Adv,G3743,1 Thessalonians 2,146
δικαίως,righteously,Adv,G1346,1 Thessalonians 2,147
ἀμέμπτως,blamelessly,Adv,G274,1 Thessalonians 2,148
καθάπερ,just as,Adv,G2509,1 Thessalonians 2,149
ἕνα,one,Adj-AMS,G1520,1 Thessalonians 2,150
ἕκαστον,each,Adj-AMS,G1538,1 Thessalonians 2,151
παρακαλοῦντες,exhorting,V-PPA-NMP,G3870,1 Thessalonians 2,152
παραμυθούμενοι,comforting,V-PPM/P-NMP,G3888,1 Thessalonians 2,153
μαρτυρόμενοι,charging,V-PPM/P-NMP,G3143,1 Thessalonians 2,154
περιπατεῖν,to walk,V-PNA,G4043,1 Thessalonians 2,155
ἀξίως,worthily,Adv,G516,1 Thessalonians 2,156
καλοῦντος,calls,V-PPA-GMS,G2564,1 Thessalonians 2,157
βασιλείαν,kingdom,N-AFS,G932,1 Thessalonians 2,158
τοῦτο,this,DPro-ANS,G3778,1 Thessalonians 2,159
παραλαβόντες,having received,V-APA-NMP,G3880,1 Thessalonians 2,160
ἀκοῆς,by your hearing,N-GFS,G189,1 Thessalonians 2,161
παρ,from,Prep,G3844,1 Thessalonians 2,162
ἀληθῶς ,truly,Adv,G230,1 Thessalonians 2,163
ἐνεργεῖται,works,V-PIM-3S,G1754,1 Thessalonians 2,164
Ἰουδαίᾳ,Judea,N-DFS,G2449,1 Thessalonians 2,165
ἐπάθετε,suffered,V-AIA-2P,G3958,1 Thessalonians 2,166
ἰδίων,own,Adj-GMP,G2398,1 Thessalonians 2,167
συμφυλετῶν,countrymen,N-GMP,G4853,1 Thessalonians 2,168
Ἰουδαίων,Jews,Adj-GMP,G2453,1 Thessalonians 2,169
ἀποκτεινάντων,having killed,V-APA-GMP,G615,1 Thessalonians 2,170
προφήτας,prophets,N-AMP,G4396,1 Thessalonians 2,171
ἐκδιωξάντων,having driven out,V-APA-GMP,G1559,1 Thessalonians 2,172
ἐναντίων,who are set against,Adj-GMP,G1727,1 Thessalonians 2,173
κωλυόντων,hindering,V-PPA-GMP,G2967,1 Thessalonians 2,174
ἔθνεσιν,Gentiles,N-DNP,G1484,1 Thessalonians 2,175
ἵνα,that,Conj,G2443,1 Thessalonians 2,176
σωθῶσιν,they might be saved,V-ASP-3P,G4982,1 Thessalonians 2,177
ἀναπληρῶσαι,to fill up,V-ANA,G378,1 Thessalonians 2,178
ἁμαρτίας,sins,N-AFP,G266,1 Thessalonians 2,179
ἔφθασεν,Has come,V-AIA-3S,G5348,1 Thessalonians 2,180
δὲ,now,Conj,G1161,1 Thessalonians 2,181
τέλος,utmost,N-ANS,G5056,1 Thessalonians 2,182
ἀπορφανισθέντες,having been bereaved,V-APP-NMP,G642,1 Thessalonians 2,183
καιρὸν,the time,N-AMS,G2540,1 Thessalonians 2,184
ὥρας,of an hour,N-GFS,G5610,1 Thessalonians 2,185
προσώπῳ,in face,N-DNS,G4383,1 Thessalonians 2,186
περισσοτέρως,more abundantly,Adv,G4057,1 Thessalonians 2,187
ἐσπουδάσαμεν,were eager,V-AIA-1P,G4704,1 Thessalonians 2,188
ἰδεῖν,to see,V-ANA,G3708,1 Thessalonians 2,189
ἐπιθυμίᾳ,desire,N-DFS,G1939,1 Thessalonians 2,190
ἠθελήσαμεν,we wanted,V-AIA-1P,G2309,1 Thessalonians 2,191
μὲν,indeed,Prtcl,G3303,1 Thessalonians 2,192
ἅπαξ,once,Adv,G530,1 Thessalonians 2,193
δίς,twice,Adv,G1364,1 Thessalonians 2,194
ἐνέκοψεν,hindered,V-AIA-3S,G1465,1 Thessalonians 2,195
Σατανᾶς,Satan,N-NMS,G4567,1 Thessalonians 2,196
τίς,Who is,IPro-NFS,G5101,1 Thessalonians 2,197
ἢ,or,Conj,G2228,1 Thessalonians 2,198
στέφανος,crown,N-NMS,G4735,1 Thessalonians 2,199
καυχήσεως,of boasting,N-GFS,G2746,1 Thessalonians 2,200
οὐχὶ,are not,IntPrtcl,G3780,1 Thessalonians 2,201
παρουσίᾳ,coming,N-DFS,G3952,1 Thessalonians 2,202
Διὸ,Therefore,Conj,G1352,1 Thessalonians 3,203
μηκέτι,no longer,Adv,G3371,1 Thessalonians 3,204
στέγοντες,enduring,V-PPA-NMP,G4722,1 Thessalonians 3,205
καταλειφθῆναι,to be left behind,V-ANP,G2641,1 Thessalonians 3,206
Ἀθήναις,Athens,N-DFP,G116,1 Thessalonians 3,207
μόνοι,alone,Adj-NMP,G3441,1 Thessalonians 3,208
ἐπέμψαμεν,we sent,V-AIA-1P,G3992,1 Thessalonians 3,209
συνεργὸν,fellow worker,Adj-AMS,G4904,1 Thessalonians 3,210
στηρίξαι,to strengthen,V-ANA,G4741,1 Thessalonians 3,211
ὑπὲρ,concerning,Prep,G5228,1 Thessalonians 3,212
μηδένα,no one,Adj-AMS,G3367,1 Thessalonians 3,213
σαίνεσθαι,be moved,V-PNM/P,G4525,1 Thessalonians 3,214
κείμεθα,we are destined,V-PIM/P-1P,G2749,1 Thessalonians 3,215
ὅτε,when,Adv,G3753,1 Thessalonians 3,216
προελέγομεν,we were telling beforehand,V-IIA-1P,G4302,1 Thessalonians 3,217
μέλλομεν,we are about,V-PIA-1P,G3195,1 Thessalonians 3,218
θλίβεσθαι,to suffer affliction,V-PNM/P,G2346,1 Thessalonians 3,219
κἀγὼ,I also,PPro-N1S,G2504,1 Thessalonians 3,220
γνῶναι,to know,V-ANA,G1097,1 Thessalonians 3,221
ἐπείρασεν,had tempted,V-AIA-3S,G3985,1 Thessalonians 3,222
Ἄρτι,Presently,Adv,G737,1 Thessalonians 3,223
εὐαγγελισαμένου,having brought good news,V-APM-GMS,G2097,1 Thessalonians 3,224
ἀγαθὴν,good,Adj-AFS,G18,1 Thessalonians 3,225
ἐπιποθοῦντες,longing,V-PPA-NMP,G1971,1 Thessalonians 3,226
ἀνάγκῃ,distress,N-DFS,G318,1 Thessalonians 3,227
νῦν,now,Adv,G3568,1 Thessalonians 3,228
στήκετε,are standing firm,V-PIA-2P,G4739,1 Thessalonians 3,229
εὐχαριστίαν,thanksgiving,N-AFS,G2169,1 Thessalonians 3,230
ἀνταποδοῦναι,to give,V-ANA,G467,1 Thessalonians 3,231
χαίρομεν,we rejoice,V-PIA-1P,G5463,1 Thessalonians 3,232
δεόμενοι,imploring,V-PPM/P-NMP,G1189,1 Thessalonians 3,233
καταρτίσαι,to supply,V-ANA,G2675,1 Thessalonians 3,234
ὑστερήματα,lacking,N-ANP,G5303,1 Thessalonians 3,235
κατευθύναι,may direct,V-AOA-3S,G2720,1 Thessalonians 3,236
ὁδὸν,way,N-AFS,G3598,1 Thessalonians 3,237
πλεονάσαι,may make to increase,V-AOA-3S,G4121,1 Thessalonians 3,238
περισσεύσαι,to abound,V-AOA-3S,G4052,1 Thessalonians 3,239
ἀλλήλους,one another,RecPro-AMP,G240,1 Thessalonians 3,240
ἀμέμπτους,blameless,Adj-AFP,G273,1 Thessalonians 3,241
