hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal,reading_order_position
בַּמְּדִינ֔וֹת,H4082,"bam·mə·ḏî·nō·wṯ,",among the provinces,"Prep‑b, Art | N‑fp",H4082,Lamentations,1,11,14
הַמְּצָרִֽים׃,H4712,ham·mə·ṣā·rîm.,dire straits,Art | N‑mp,H4712,Lamentations,1,42,14
שָׁל֔וּ,H7951,"šā·lū,",prosper,V‑Qal‑Perf‑3cp,H7951,Lamentations,1,60,14
מַחֲמֻדֶ֔יהָ,H4262,"ma·ḥă·mu·ḏe·hā,",her pleasant things,N‑mpc | 3fs,H4262,Lamentations,1,93,14
מִשְׁבַּתֶּֽהָ׃,H4868,miš·bat·te·hā.,her downfall,N‑fpc | 2ms,H4868,Lamentations,1,108,14
לְנִידָ֣ה,H5206,lə·nî·ḏāh,vile,Prep‑l | N‑fs,H5206,Lamentations,1,113,14
הִזִּיל֙וּהָ֙,H2107,hiz·zî·lū·hā,despise her,V‑Hifil‑Perf‑3cp | 3fs,H2107,Lamentations,1,117,14
עוֹלַ֖ל,H5953,‘ō·w·lal,has been brought,V‑Pual‑Perf‑3ms,H5953,Lamentations,1,182,14
שֹֽׁמֵמָ֔ה,H8076,"šō·mê·māh,",desolate,V‑Qal‑Prtcpl‑fs,H8076,Lamentations,1,199,14
יִשְׂתָּֽרְג֛וּ,H8276,yiś·tā·rə·ḡū,they were woven together,V‑Hitpael‑Imperf‑3mp,H8276,Lamentations,1,206,14
רִמּ֔וּנִי,H7411,"rim·mū·nî,",[But] deceived me,V‑Piel‑Perf‑3cp | 1cs,H7411,Lamentations,1,282,14
חֳמַרְמָ֔רוּ,H2560,"ḥo·mar·mā·rū,",is troubled,V‑Piel‑Perf‑3cp,H2560,Lamentations,1,297,14
יָעִ֨יב,H5743,yā·‘îḇ,has covered with a cloud,V‑Hifil‑Imperf‑3ms,H5743,Lamentations,2,341,14
שֻׂכּ֔וֹ,H7900,"śuk·kōw,",His tabernacle,N‑msc | 3ms,H7900,Lamentations,2,421,14
נִאֵ֣ר,H5010,ni·’êr,He has abandoned,V‑Piel‑Perf‑3ms,H5010,Lamentations,2,436,14
כְּבֵדִ֔י,H3516,"kə·ḇê·ḏî,",My bile,N‑msc | 1cs,H3516,Lamentations,2,503,14
וְתָפֵ֔ל,H8602,"wə·ṯā·p̄êl,",and deceptive visions,Conj‑w | Adj‑ms,H8602,Lamentations,2,545,14
וּמַדּוּחִֽים׃,H4065,ū·mad·dū·ḥîm.,and delusions,Conj‑w | N‑mp,H4065,Lamentations,2,555,14
וַיַּֽחַרְקוּ־,H2786,way·ya·ḥar·qū-,and gnash,Conj‑w | V‑Qal‑ConsecImperf‑3mp,H2786,Lamentations,2,580,14
פוּגַת֙,H6314,p̄ū·ḡaṯ,relief,N‑fsc,H6314,Lamentations,2,621,14
אַשְׁמֻר֔וֹת,H821,"’aš·mu·rō·wṯ,",of the watches,N‑fp,H821,Lamentations,2,629,14
נֹ֖כַח,H5227,nō·ḵaḥ,before,Prep,H5227,Lamentations,2,633,14
טִפֻּחִ֔ים,H2949,"ṭip·pu·ḥîm,",they have cuddled,N‑mp,H2949,Lamentations,2,657,14
טָבַ֖חְתָּ,H2873,ṭā·ḇaḥ·tā,You have slaughtered,V‑Qal‑Perf‑2ms,H2873,Lamentations,2,675,14
וּתְלָאָֽה׃,H8513,ū·ṯə·lā·’āh.,and woe,Conj‑w | N‑fs,H8513,Lamentations,3,716,14
שָׂתַ֖ם,H5640,śā·ṯam,He shuts out,V‑Qal‑Perf‑3ms,H5640,Lamentations,3,728,14
וַֽיְפַשְּׁחֵ֖נִי,H6582,way·p̄aš·šə·ḥê·nî,and torn me in pieces,Conj‑w | V‑Piel‑ConsecImperf‑3ms | 1cs,H6582,Lamentations,3,739,14
כַּמַּטָּרָ֖א,H4307,kam·maṭ·ṭā·rā,as a target,"Prep‑k, Art | N‑fs",H4307,Lamentations,3,744,14
שְּׂחֹק֙,H7814,śə·ḥōq,the ridicule,N‑ms,H7814,Lamentations,3,749,14
בַמְּרוֹרִ֖ים,H4844,ḇam·mə·rō·w·rîm,with bitterness,"Prep‑b, Art | N‑mp",H4844,Lamentations,3,755,14
בֶּֽחָצָץ֙,H2687,be·ḥā·ṣāṣ,with gravel,"Prep‑b, Art | N‑ms",H2687,Lamentations,3,758,14
הִכְפִּישַׁ֖נִי,H3728,hiḵ·pî·ša·nî,and covered me,V‑Hifil‑Perf‑3ms | 1cs,H3728,Lamentations,3,760,14
וְתוֹחַלְתִּ֖י,H8431,wə·ṯō·w·ḥal·tî,and my hope,Conj‑w | N‑fsc | 1cs,H8431,Lamentations,3,768,14
(וְתָשׁ֥וֹחַ),H7743,wə·ṯā·šō·w·aḥ,and sinks,Conj‑w | V‑Qal‑ConjImperf‑3fs,H7743,Lamentations,3,775,14
יִּתְאוֹנֵן֙,H596,yiṯ·’ō·w·nên,should complain,V‑Hitpael‑Imperf‑3ms,H596,Lamentations,3,869,14
וְֽנַחְקֹ֔רָה,H2713,"wə·naḥ·qō·rāh,",and examine,Conj‑w | V‑Qal‑ConjImperf.Cohort‑1cp,H2713,Lamentations,3,876,14
וּמָא֛וֹס,H3973,ū·mā·’ō·ws,and refuse,Conj‑w | N‑ms,H3973,Lamentations,3,899,14
הַשֵּׁ֥את,H7612,haš·šêṯ,Desolation,Art | N‑fs,H7612,Lamentations,3,909,14
הֲפֻגֽוֹת׃,H2014,hă·p̄u·ḡō·wṯ.,interruption,N‑fp,H2014,Lamentations,3,922,14
