hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal,reading_order_position
חֶ֣רֶשׁ,H2791,ḥe·reš,secretly,N‑ms,H2791,Joshua,2,297,35
רָחָ֖ב,H7343,rā·ḥāḇ,Rahab,N‑proper‑fs,H7343,Joshua,2,311,35
מֵעֲב֥וּר,H5669,mê·‘ă·ḇūr,of the produce,Prep‑m | N‑msc,H5669,Joshua,5,1468,35
עָכָ֣ן,H5912,‘ā·ḵān,Achan,N‑proper‑ms,H5912,Joshua,7,2000,35
זַבְדִּ֨י,H2067,zaḇ·dî,of Zabdi,N‑proper‑ms,H2067,Joshua,7,2004,35
הַשְּׁבָרִ֔ים,H7671,"haš·šə·ḇā·rîm,",Shebarim,Art | N‑proper‑fs,H7671,Joshua,7,2084,35
וַיִּצְטַיָּ֑רוּ,H6737,way·yiṣ·ṭay·yā·rū;,and pretended to be ambassadors,Conj‑w | V‑Hitpael‑ConsecImperf‑3mp,H6737,Joshua,9,3070,35
וְהַכְּפִירָ֔ה,H3716,"wə·hak·kə·p̄î·rāh,",and Chephirah,"Conj‑w, Art | N‑proper‑fs",H3716,Joshua,9,3252,35
צֶ֜דֶק,H139,ṣe·ḏeq,Adoni-Zedek,N‑proper‑ms,H139,Joshua,10,3401,35
הוֹהָ֣ם,H1944,hō·w·hām,Hoham,N‑proper‑ms,H1944,Joshua,10,3446,35
פִּרְאָ֨ם,H6502,pir·’ām,Piram,N‑proper‑ms,H6502,Joshua,10,3450,35
יַרְמ֜וּת,H3412,yar·mūṯ,of Jarmuth,N‑proper‑ms,H3412,Joshua,10,3452,35
מַקֵּדָֽה׃,H4719,maq·qê·ḏāh.,Makkedah,N‑proper‑fs,H4719,Joshua,10,3569,35
שָׂרְד֣וּ,H8277,śā·rə·ḏū,who escaped,V‑Qal‑Perf‑3cp,H8277,Joshua,10,3711,35
הֹרָם֙,H2036,hō·rām,Horam,N‑proper‑ms,H2036,Joshua,10,3945,35
מָד֔וֹן,H4068,"mā·ḏō·wn,",of Madon,N‑proper‑fs,H4068,Joshua,11,4115,35
אַכְשָֽׁף׃,H407,’aḵ·šāp̄.,of Achshaph,N‑proper‑fs,H407,Joshua,11,4121,35
מֵר֔וֹם,H4792,"mê·rō·wm,",of Merom,N‑proper‑fs,H4792,Joshua,11,4169,35
מַ֔יִם,H4956,"ma·yim,",the Brook Misrephoth,N‑proper‑fs,H4956,Joshua,11,4217,35
הֶֽחָלָק֙,H2510,he·ḥā·lāq,Halak,Art | Adj‑ms,H2510,Joshua,11,4370,35
גָּד֙,H1171,gāḏ,Baal Gad,N‑proper‑fs,H1171,Joshua,11,4374,35
עֲנָ֔ב,H6024,"‘ă·nāḇ,",Anab,N‑proper‑fs,H6024,Joshua,11,4446,35
גֶּ֖דֶר,H1445,ge·ḏer,of Geder,N‑proper‑fs,H1445,Joshua,12,4643,35
תַּפּ֙וּחַ֙,H8599,tap·pū·aḥ,of Tappuah,N‑proper‑fs,H8599,Joshua,12,4660,35
מְראוֹן֙,H8112,mə·r·’ō·wn,Shimron Meron,N‑proper‑fs,H8112,Joshua,12,4675,35
יָקְנֳעָ֥ם,H3362,yā·qə·no·‘ām,of Jokneam,N‑proper‑fs,H3362,Joshua,12,4688,35
הָעַזָּתִ֤י,H5841,hā·‘az·zā·ṯî,the Gazite,Art | N‑proper‑ms,H5841,Joshua,13,4741,35
הָאֶשְׁקְלוֹנִ֣י,H832,hā·’eš·qə·lō·w·nî,the Ashkelonite,Art | N‑proper‑ms,H832,Joshua,13,4743,35
וְהָעַוִּֽים׃,H5757,wə·hā·‘aw·wîm.,and the Avite,"Conj‑w, Art | N‑proper‑ms",H5757,Joshua,13,4746,35
וּמְעָרָ֛ה,H4632,ū·mə·‘ā·rāh,and Mearah,Conj‑w | N‑fs,H4632,Joshua,13,4750,35
הַשַּׁ֖חַר,H6890,haš·ša·ḥar,Zereth Shahar,Conj‑w | N‑proper‑fs,H6890,Joshua,13,4922,35
הַמִּצְפֶּ֖ה,H7434,ham·miṣ·peh,Mizpah,Art | N‑proper‑fs,H7434,Joshua,13,5004,35
וּבְטֹנִ֑ים,H993,ū·ḇə·ṭō·nîm;,and Betonim,Conj‑w | N‑proper‑fs,H993,Joshua,13,5005,35
הָרָם֩,H1027,hā·rām,Beth Haram,N‑proper‑fs,H1027,Joshua,13,5010,35
